Name,Age,Tm,Lg,Lev,W,Aff,L,W-L%,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
Dylan Miller,--,PLN,PWC,NCAA,12,,2,.857,3.33,3.75,17,17,,1,0,0,108.0,110,45,40,12,26,0,97,3,0,2,456,1.259,9.2,1.0,2.2,8.1,3.73
Darien Smith,24,SEU,TSC,NAIA,12,,0,1.000,1.87,2.34,17,16,,4,1,0,96.1,60,25,20,5,21,,130,9,2,10,379,0.841,5.6,0.5,2.0,12.1,6.19
Joe Valenti,23,CMI,FREC,NCAA,12,,3,.800,2.59,3.30,18,16,,2,1,0,114.2,107,42,33,7,18,1,72,11,0,3,469,1.090,8.4,0.5,1.4,5.7,4.00
Conner Wolf,21,UCM,MIAA,NCAA,12,,0,1.000,4.05,4.24,18,17,,4,2,0,97.2,82,46,44,17,16,0,90,22,0,1,407,1.003,7.6,1.6,1.5,8.3,5.63
Jamie Arnold,20,FSU,ACC,NCAA,11,,3,.786,2.98,3.83,19,18,,0,0,1,105.2,90,45,35,7,26,1,159,14,0,4,449,1.098,7.7,0.6,2.2,13.5,6.12
Jarrett Brannen,--,KWU,KCAC,NAIA,11,,2,.846,4.54,5.29,15,15,,2,1,0,83.1,90,49,42,13,27,,81,4,1,3,364,1.404,9.7,1.4,2.9,8.7,3.00
Tyler Bremner,20,UCB,BigW,NCAA,11,,1,.917,2.54,2.74,19,9,,1,0,0,88.2,57,27,25,6,21,1,104,3,1,6,344,0.880,5.8,0.6,2.1,10.6,4.95
Charlie Cucchiara,--,MOL,ECC,NCAA,11,,1,.917,2.94,3.40,15,15,,3,1,0,98.0,91,37,32,5,23,0,78,8,0,4,409,1.163,8.4,0.5,2.1,7.2,3.39
Reece Fields,22,NGU,CCar,NCAA,11,,4,.733,3.45,4.08,18,17,,2,1,0,86.0,64,39,33,8,21,0,93,7,0,9,346,0.988,6.7,0.8,2.2,9.7,4.43
Aaron Forrest,24,DOA,GPAC,NAIA,11,,1,.917,3.01,3.30,16,16,,5,1,0,92.2,80,34,31,8,25,,96,19,1,7,390,1.133,7.8,0.8,2.4,9.3,3.84
Carter Gaston,20,UPO,WCC,NCAA,11,,2,.846,3.01,3.24,16,11,,1,1,2,80.2,73,29,27,6,22,0,65,5,0,8,339,1.178,8.1,0.7,2.5,7.3,2.95
Cole Gayman,--,MSS,MIAA,NCAA,11,,2,.846,2.25,2.52,16,16,,2,1,0,100.0,66,28,25,6,39,0,90,13,0,9,415,1.050,5.9,0.5,3.5,8.1,2.31
John Luke Glanton,20,GCS,PBC,NCAA,11,,5,.688,3.01,3.38,17,17,,5,1,0,119.2,117,45,40,5,22,0,66,8,1,5,497,1.162,8.8,0.4,1.7,5.0,3.00
Jordan Gottesman,--,EDC,COCC,NCAA,11,,1,.917,3.26,3.68,14,14,,1,0,0,85.2,71,35,31,6,22,0,108,7,0,4,359,1.086,7.5,0.6,2.3,11.3,4.91
Samuel Guadamuz,--,TAL,SSAC,NAIA,11,,2,.846,3.22,3.45,16,16,,3,2,0,78.1,70,30,28,2,25,,102,12,0,10,331,1.213,8.0,0.2,2.9,11.7,4.08
Ben Harris,23,GGC,CAC,NAIA,11,,1,.917,2.67,3.36,14,14,,5,1,0,91.0,83,34,27,6,18,,102,12,1,9,382,1.110,8.2,0.6,1.8,10.1,5.67
Andrew Herbert,23,RDT,APAC,NAIA,11,,2,.846,2.15,2.25,15,13,,4,2,0,92.0,74,23,22,4,21,,94,7,0,2,366,1.033,7.2,0.4,2.1,9.2,4.48
Kaleb Hill,24,GGC,CAC,NAIA,11,,1,.917,2.01,2.61,15,14,,5,0,1,89.2,71,26,20,1,38,,101,7,0,5,381,1.216,7.1,0.1,3.8,10.1,2.66
Blayne Huter,--,WIU,TSC,NAIA,11,,0,1.000,1.74,2.05,14,14,,2,2,0,88.0,50,20,17,1,23,,106,11,2,3,342,0.830,5.1,0.1,2.4,10.8,4.61
Ryan Hynes,21,MOL,ECC,NCAA,11,,1,.917,3.45,3.70,14,11,,3,0,0,73.0,69,30,28,4,15,0,68,5,1,1,302,1.151,8.5,0.5,1.8,8.4,4.53
Ryan Johnson,21,DBU,CUSA,NCAA,11,,3,.786,2.21,2.72,16,16,,2,0,0,106.0,83,32,26,6,14,0,151,12,0,4,421,0.915,7.0,0.5,1.2,12.8,10.79
Connor Maryniak,21,CMI,FREC,NCAA,11,,3,.786,2.44,3.72,15,13,,2,0,0,84.2,84,35,23,1,19,0,76,5,0,6,357,1.217,8.9,0.1,2.0,8.1,4.00
Jack Nedrow,21,LEE,GSC,NCAA,11,,1,.917,3.22,3.68,14,14,,2,1,0,78.1,68,32,28,4,24,0,84,7,0,3,330,1.174,7.8,0.5,2.8,9.7,3.50
Ramon Rodriguez,20,PPU,RSC,NAIA,11,,2,.846,3.61,4.53,19,14,,2,0,1,97.1,80,49,39,7,26,,102,14,5,8,407,1.089,7.4,0.6,2.4,9.4,3.92
R.J. Sales,20,NCW,CAA,NCAA,11,,3,.786,3.41,3.60,16,16,,0,0,0,95.0,70,38,36,8,48,0,93,9,0,12,401,1.242,6.6,0.8,4.5,8.8,1.94
Trey Seeley,22,HIU,GSAC,NAIA,11,,3,.786,3.73,4.27,19,19,,0,0,0,99.0,87,47,41,13,34,,135,10,0,11,419,1.222,7.9,1.2,3.1,12.3,3.97
Cameron Seiwert,--,PGA,SSAC,NAIA,11,,2,.846,4.06,4.77,14,14,,1,0,0,88.2,98,47,40,6,21,,107,10,1,3,389,1.342,9.9,0.6,2.1,10.9,5.10
Ben Simmons,--,OCU,RSC,NAIA,11,,2,.846,3.00,3.12,15,15,,1,1,0,75.0,58,26,25,3,31,,65,2,0,4,304,1.187,7.0,0.4,3.7,7.8,2.10
Payne Stolsworth,--,CTW,SAC,NCAA,11,,4,.733,3.63,3.87,21,17,,2,1,0,111.2,111,48,45,9,31,0,86,13,0,3,476,1.272,8.9,0.7,2.5,6.9,2.77
Zach Trevino,--,MAN,HAAC,NAIA,11,,2,.846,4.31,4.79,16,16,,6,2,0,94.0,101,50,45,7,31,,82,11,2,7,422,1.404,9.7,0.7,3.0,7.9,2.65
Austin Trumpour,21,SNH,NE10,NCAA,11,,2,.846,4.01,4.56,19,15,,2,1,2,98.2,95,50,44,4,29,0,98,8,3,8,420,1.257,8.7,0.4,2.6,8.9,3.38
Gage Williams,24,GGC,CAC,NAIA,11,,1,.917,5.28,5.48,17,16,,3,0,0,93.2,97,57,55,8,40,,126,10,1,4,416,1.463,9.3,0.8,3.8,12.1,3.15
Nick Wissman,23,UDT,A10,NCAA,11,,1,.917,2.93,3.46,25,0,,0,0,7,67.2,66,26,22,3,11,2,64,16,1,4,291,1.138,8.8,0.4,1.5,8.5,5.82
Trey Yesavage,20,ECU,Amer,NCAA,11,,1,.917,2.02,2.03,15,15,,1,0,0,93.1,49,21,21,4,32,0,145,4,0,6,359,0.868,4.7,0.4,3.1,14.0,4.53
Colby Allen,--,USM,SBC,NCAA,10,,2,.833,3.58,4.41,27,2,,0,0,7,65.1,62,32,26,6,18,1,82,5,1,3,282,1.224,8.5,0.8,2.5,11.3,4.56
Wes Arrington,22,LBG,ODAC,NCAA,10,,2,.833,3.86,4.22,16,16,,3,1,0,100.1,97,47,43,2,37,0,103,16,0,10,443,1.336,8.7,0.2,3.3,9.2,2.78
Isaac Baez,23,MAC,SOAC,NAIA,10,,1,.909,3.00,3.12,14,14,,1,0,0,78.0,61,27,26,7,22,,89,1,1,6,318,1.064,7.0,0.8,2.5,10.3,4.05
Nick Brink,22,UPO,WCC,NCAA,10,,4,.714,3.61,3.97,15,15,,2,1,0,99.2,85,44,40,10,23,1,130,7,0,7,406,1.084,7.7,0.9,2.1,11.7,5.65
Caleb Buehrle,24,MLK,CCIW,NCAA,10,,3,.769,2.44,2.44,16,14,,3,1,2,85.0,58,23,23,4,35,0,78,13,0,3,360,1.094,6.1,0.4,3.7,8.3,2.23
Clayton Burke,21,CMU,HAAC,NAIA,10,,3,.769,3.00,3.31,14,14,,4,2,0,87.0,81,32,29,8,21,,85,3,2,6,355,1.172,8.4,0.8,2.2,8.8,4.05
Chase Burns,21,WKF,ACC,NCAA,10,,1,.909,2.70,2.88,16,16,,0,0,0,100.0,62,32,30,14,30,1,191,4,0,8,391,0.920,5.6,1.3,2.7,17.2,6.37
Jake Canent,--,RKH,GLVC,NCAA,10,,5,.667,3.71,4.86,27,0,,0,0,6,63.0,70,34,26,5,23,0,71,2,0,12,280,1.476,10.0,0.7,3.3,10.1,3.09
Ray Cebulski,--,PLN,PWC,NCAA,10,,2,.833,3.55,4.46,16,13,,1,0,0,78.2,84,39,31,7,18,0,60,8,0,5,341,1.297,9.6,0.8,2.1,6.9,3.33
Chris Cortez,21,TAM,SEC,NCAA,10,,3,.769,2.78,3.90,25,3,,0,0,0,64.2,43,28,20,7,37,0,102,10,0,5,278,1.237,6.0,1.0,5.1,14.2,2.76
Zac Cowan,--,WOF,SoCo,NCAA,10,,2,.833,3.35,3.68,17,17,,3,1,0,110.0,102,45,41,8,29,1,124,8,0,3,465,1.191,8.3,0.7,2.4,10.1,4.28
Stephen DiBattista,--,IMA,ATEC,NCAA,10,,3,.769,2.33,3.15,15,13,,3,2,0,88.2,77,31,23,1,28,0,52,6,0,5,373,1.184,7.8,0.1,2.8,5.3,1.86
Justin Drury,--,HIU,GSAC,NAIA,10,,0,1.000,3.48,3.96,20,11,,0,0,0,75.0,62,33,29,7,19,,66,10,0,4,318,1.080,7.4,0.8,2.3,7.9,3.47
Dan Fick,--,CCM,AMWC,NAIA,10,,0,1.000,3.57,4.76,14,14,,0,0,0,68.0,75,36,27,6,16,,48,11,0,1,299,1.338,9.9,0.8,2.1,6.4,3.00
Gabriel Figueroa,--,SCC,SOAC,NAIA,10,,4,.714,4.43,4.83,16,15,,5,0,1,91.1,102,49,45,8,22,,85,9,0,4,398,1.358,10.1,0.8,2.2,8.4,3.86
Austin Fine,--,CTW,SAC,NCAA,10,,3,.769,3.78,4.66,21,17,,1,0,0,112.0,102,58,47,11,28,1,83,20,1,3,481,1.161,8.2,0.9,2.3,6.7,2.96
Ryan Gallagher,21,UCB,BigW,NCAA,10,,1,.909,2.22,2.63,14,14,,1,1,0,89.0,50,26,22,3,25,0,96,6,0,8,351,0.843,5.1,0.3,2.5,9.7,3.84
Julian Garcia,22,UHV,RRAC,NAIA,10,,2,.833,3.13,3.89,14,14,,1,0,0,83.1,70,36,29,10,38,,70,14,3,7,363,1.296,7.6,1.1,4.1,7.6,1.84
Grant Garza,--,TSU,WAC,NCAA,10,,1,.909,3.13,3.13,24,0,,0,0,0,63.1,59,22,22,6,18,0,47,5,3,3,268,1.216,8.4,0.9,2.6,6.7,2.61
Chris Gibbs,20,MIT,GNEC,NCAA,10,,2,.833,3.16,4.29,14,13,,1,0,1,79.2,81,38,28,1,22,0,73,6,0,4,354,1.293,9.2,0.1,2.5,8.2,3.32
Mike Gutierrez,23,UCB,BigW,NCAA,10,,0,1.000,3.18,3.57,16,16,,0,0,0,90.2,70,36,32,7,34,0,86,10,4,4,384,1.147,6.9,0.7,3.4,8.5,2.53
Jakob Hall,21,ORU,SUMT,NCAA,10,,3,.769,4.12,4.46,16,16,,1,0,0,107.0,100,53,49,15,21,0,110,12,0,3,452,1.131,8.4,1.3,1.8,9.3,5.24
Robert Kelley,23,WVT,RSC,NAIA,10,,3,.769,3.62,3.93,14,14,,2,2,0,87.0,75,38,35,7,19,,120,12,0,4,368,1.080,7.8,0.7,2.0,12.4,6.32
Landon Kiefer,--,ASU,SIAC,NCAA,10,,1,.909,3.40,4.53,14,13,,0,0,0,55.2,48,28,21,5,23,0,52,3,0,5,233,1.275,7.8,0.8,3.7,8.4,2.26
Luke Lashutka,22,SLE,SSC,NCAA,10,,1,.909,2.88,3.51,15,15,,1,0,0,100.0,94,39,32,6,11,0,102,4,0,4,404,1.050,8.5,0.5,1.0,9.2,9.27
Josh Leerssen,--,BSO,SAA,NCAA,10,,2,.833,4.08,4.50,14,14,,1,1,0,86.0,80,43,39,2,25,1,86,14,1,12,369,1.221,8.4,0.2,2.6,9.0,3.44
Tanner Leslie,--,PTS,MIAA,NCAA,10,,3,.769,5.76,6.12,16,15,,2,1,0,75.0,86,51,48,8,15,0,55,2,0,5,329,1.347,10.3,1.0,1.8,6.6,3.67
Abel Madueno,--,WPU,HAAC,NAIA,10,,4,.714,2.86,3.34,17,13,,7,1,2,94.1,88,35,30,5,34,,102,5,0,4,405,1.293,8.4,0.5,3.2,9.7,3.00
Cody Myers,--,CEN,SCAC,NCAA,10,,4,.714,2.38,2.95,16,13,,3,1,0,94.2,84,31,25,5,30,0,94,2,0,9,390,1.204,8.0,0.5,2.9,8.9,3.13
Alex Mykut,24,MUP,PSAC,NCAA,10,,2,.833,1.84,2.27,14,14,,4,1,0,83.1,61,21,17,7,24,1,89,2,0,7,329,1.020,6.6,0.8,2.6,9.6,3.71
Jagger Neely,21,ETB,ASWC,NCAA,10,,3,.769,3.66,4.19,16,16,,1,1,0,86.0,86,40,35,7,34,0,89,5,0,6,380,1.395,9.0,0.7,3.6,9.3,2.62
Marco Ozuna,--,FAU,SSAC,NAIA,10,,2,.833,4.12,4.58,16,14,,2,1,0,78.2,81,40,36,8,24,,84,6,0,7,342,1.335,9.3,0.9,2.7,9.6,3.50
Ruger Riojas,20,TSA,Amer,NCAA,10,,3,.769,3.25,3.76,26,1,,0,0,7,69.1,68,29,25,8,18,1,75,1,0,0,290,1.240,8.8,1.0,2.3,9.7,4.17
Zane Robeaux,--,MAC,SOAC,NAIA,10,,2,.833,3.01,3.14,16,9,,3,1,0,71.2,58,25,24,7,24,,75,5,0,5,297,1.144,7.3,0.9,3.0,9.4,3.13
Isaac Rohde,22,LSS,RRAC,NAIA,10,,3,.769,1.68,2.21,18,17,,2,2,1,101.2,80,25,19,3,19,,129,10,1,3,408,0.974,7.1,0.3,1.7,11.4,6.79
Luke Schafer,23,ISE,RSC,NAIA,10,,3,.769,2.80,3.23,16,16,,2,0,0,103.0,77,37,32,4,34,,120,10,2,12,421,1.078,6.7,0.3,3.0,10.5,3.53
Cutter Smith,--,TAB,KCAC,NAIA,10,,2,.833,5.20,5.42,16,13,,2,0,1,81.1,93,49,47,13,23,,74,20,0,6,371,1.426,10.3,1.4,2.5,8.2,3.22
Nate Snead,20,TEN,SEC,NCAA,10,,2,.833,3.11,3.35,29,1,,0,0,6,75.1,71,28,26,9,26,1,61,8,1,2,322,1.288,8.5,1.1,3.1,7.3,2.35
Nathan Stein,--,MES,COMC,NCAA,10,,1,.909,2.99,3.22,13,13,,3,1,0,78.1,61,28,26,2,32,0,80,14,2,4,331,1.187,7.0,0.2,3.7,9.2,2.50
Adam Stilts,22,PKU,HAAC,NAIA,10,,2,.833,4.32,4.76,15,13,,5,1,1,81.1,98,43,39,7,11,,63,2,0,0,344,1.340,10.8,0.8,1.2,7.0,5.73
Deron Swanson,21,USF,CRS,NAIA,10,,2,.833,2.65,3.38,15,14,,1,1,0,74.2,61,28,22,3,32,,68,3,1,9,315,1.246,7.4,0.4,3.9,8.2,2.13
Layton Wagner,23,WLU,NRWC,NCAA,10,,3,.769,3.80,4.64,13,13,,2,0,0,85.1,83,44,36,8,28,0,80,8,0,6,378,1.301,8.8,0.8,3.0,8.4,2.86
Draven Zeigler,23,LSS,RRAC,NAIA,10,,1,.909,3.48,3.48,17,16,,2,1,0,82.2,67,32,32,5,28,,107,10,0,9,345,1.149,7.3,0.5,3.0,11.6,3.82
Robb Adams,25,SEU,TSC,NAIA,9,,2,.818,2.48,2.79,16,15,,0,0,0,87.0,73,27,24,5,19,,88,15,1,5,356,1.057,7.6,0.5,2.0,9.1,4.63
Jason Arrigo,21,SRU,NEWM,NCAA,9,,2,.818,2.70,3.71,22,0,,0,0,2,53.1,42,22,16,4,32,3,65,4,0,8,234,1.388,7.1,0.7,5.4,11.0,2.03
Jake Babuschak,22,SHU,NEC,NCAA,9,,3,.750,4.47,4.56,15,15,,2,2,0,92.2,93,47,46,9,28,0,79,8,1,1,404,1.306,9.0,0.9,2.7,7.7,2.82
Drew Beam,21,TEN,SEC,NCAA,9,,2,.818,4.22,5.10,19,19,,2,0,0,102.1,103,58,48,15,27,0,99,8,0,3,436,1.270,9.1,1.3,2.4,8.7,3.67
Dylan Beck,24,YHC,CCar,NCAA,9,,2,.818,3.00,3.22,25,5,,2,0,11,81.0,68,29,27,7,19,0,68,14,2,4,339,1.074,7.6,0.8,2.1,7.6,3.58
Merritt Beeker,22,BSU,MAC,NCAA,9,,3,.750,4.11,4.56,15,15,,1,0,0,81.0,67,41,37,9,32,1,128,13,1,1,351,1.222,7.4,1.0,3.6,14.2,4.00
Jacob Bell,--,SHN,ODAC,NCAA,9,,2,.818,4.09,4.09,14,14,,1,0,0,94.2,91,43,43,11,26,1,75,3,0,2,390,1.236,8.7,1.0,2.5,7.1,2.88
Quinn Berglin,--,LWU,MDWC,NCAA,9,,0,1.000,2.16,3.11,12,11,,2,1,1,66.2,48,23,16,0,20,0,79,10,0,4,278,1.020,6.5,0.0,2.7,10.7,3.95
Blayze Berry,23,UAB,Amer,NCAA,9,,3,.750,2.82,3.79,15,15,,0,0,0,92.2,84,39,29,12,25,0,99,11,0,2,395,1.176,8.2,1.2,2.4,9.6,3.96
Knicko Billings,--,UCU,MSC,NAIA,9,,0,1.000,3.32,4.20,15,15,,3,0,0,81.1,70,38,30,8,22,,102,10,0,10,346,1.131,7.7,0.9,2.4,11.3,4.64
Hunter Booth,23,VSU,GSC,NCAA,9,,0,1.000,3.66,4.27,17,8,,2,2,0,59.0,56,28,24,5,15,0,42,10,0,1,247,1.203,8.5,0.8,2.3,6.4,2.80
