Name,Age,Tm,Lg,Lev,BA,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Jameson Fisher,22,SLU,SLC,NCAA,.424,,61,276,198,49,84,16,2,11,66,15,9,54,31,.558,.692,1.250,137,,16,0,8,12
Jimmy Heck,22,UMD,NSUN,NCAA,.424,,54,239,205,51,87,12,1,17,78,3,2,29,20,.498,.741,1.239,152,,3,0,2,2
Hunter McFall,--,LCU,HLC,NCAA,.424,,56,252,217,55,92,16,2,5,56,2,3,30,17,.492,.585,1.077,127,,2,0,3,0
Kam Bruner,--,SPU,SLIA,NCAA,.423,,38,158,123,34,52,8,3,5,39,8,0,23,7,.522,.659,1.181,81,,7,1,4,0
Konnor Zickefoose,19,CPU,SCIA,NCAA,.423,,41,153,130,46,55,12,3,7,38,4,4,17,7,.497,.723,1.220,94,,4,0,2,0
Marquis Collier,--,ABC,GMAC,NCAA,.422,,52,223,192,40,81,29,1,4,55,1,0,23,27,.489,.646,1.135,124,,5,0,3,3
Calvin Hawke,--,BRT,CCar,NCAA,.422,,49,206,173,32,73,11,1,1,37,17,3,14,16,.459,.514,.973,89,,2,12,5,0
Nick Jewett,22,TTX,SCAC,NCAA,.422,,50,223,185,52,78,17,2,5,40,2,2,22,26,.500,.616,1.116,114,,11,1,4,0
Dustin Lawson,--,SHC,GSC,NCAA,.422,,45,166,154,25,65,17,1,3,27,7,5,8,9,.461,.604,1.065,93,,3,1,0,0
Rick Spiers,19,RMC,ODAC,NCAA,.421,,41,152,140,38,59,9,2,3,18,16,2,12,18,.467,.579,1.046,81,,0,0,0,0
Cornelius Copeland,20,JSU,SWAC,NCAA,.420,,54,249,188,62,79,18,3,5,38,8,5,26,16,.537,.628,1.165,118,,26,5,4,0
Vin Cosenzo,--,TPA,SSC,NCAA,.420,,39,133,119,35,50,6,1,10,41,2,0,9,17,.459,.739,1.198,88,,2,0,3,1
Ben Holland,--,LEE,GSC,NCAA,.419,,47,221,172,56,72,23,0,17,50,6,1,38,33,.529,.849,1.378,146,,7,0,4,8
Jake Raynaud,--,WHT,SCIA,NCAA,.419,,39,175,160,34,67,13,1,6,42,3,0,8,9,.454,.625,1.079,100,,4,1,2,2
Logan Sullo,--,MMA,MSAC,NCAA,.419,,40,164,124,27,52,9,4,7,30,0,1,24,15,.528,.726,1.253,90,,10,1,5,6
Steve Eychner,--,URO,LIBL,NCAA,.418,,39,160,141,29,59,13,1,2,25,10,2,8,24,.452,.567,1.019,80,,3,5,3,0
Joe Grato,--,EAS,FREC,NCAA,.418,,34,144,122,32,51,17,3,5,34,1,2,15,6,.500,.730,1.230,89,,6,0,1,1
Mike McClellan,22,CSU,PBC,NCAA,.418,,56,268,220,62,92,12,0,19,71,1,0,26,52,.504,.732,1.236,161,,17,0,5,2
Josh Newell,--,REG,RMAC,NCAA,.418,,35,155,134,44,56,15,4,2,21,13,3,10,18,.497,.634,1.131,85,,11,0,0,1
Tanner Nishioka,21,PPC,SCIA,NCAA,.418,,39,188,158,48,66,11,2,7,36,10,3,19,18,.505,.646,1.151,102,,10,0,1,3
Ryan Wolfsberg,21,HAC,NESC,NCAA,.418,,29,133,110,31,46,11,1,4,30,5,2,18,10,.500,.645,1.145,71,,2,1,2,1
Dean Demers,--,GMA,COCC,NCAA,.417,,37,146,127,31,53,16,4,2,29,6,1,8,9,.466,.654,1.119,83,,7,0,4,1
John Mulready,--,WPI,NEWM,NCAA,.417,,36,143,127,20,53,14,0,3,38,2,0,8,13,.448,.598,1.046,76,,3,0,5,0
Zack Smith,18,SRU,COCC,NCAA,.417,,44,187,168,31,70,15,1,2,44,10,7,5,16,.443,.554,.997,93,,7,2,5,0
Michael Fischbach,--,ALB,MICA,NCAA,.416,,40,176,149,51,62,10,3,7,35,21,1,25,12,.506,.664,1.170,99,,2,0,0,1
Bill Munson,--,RHO,SAA,NCAA,.416,,43,194,173,41,72,13,2,6,27,27,2,9,16,.459,.618,1.077,107,,8,0,4,1
Bryan Baquer,22,WCM,CENT,NCAA,.415,,35,158,123,31,51,9,5,4,25,10,6,25,19,.525,.667,1.192,82,,7,0,3,2
Logan Bastin,--,CAP,OHAC,NCAA,.415,,32,144,123,29,51,12,0,7,43,0,1,9,6,.465,.683,1.148,84,,7,0,5,1
Mike Brookshaw,--,AUG,MNIC,NCAA,.415,,35,138,123,32,51,8,7,5,35,0,1,10,23,.460,.715,1.175,88,,2,1,2,0
Ben Castagnetti,--,MAC,MNIC,NCAA,.415,,34,124,118,25,49,5,1,1,19,4,0,5,18,.444,.500,.944,59,,1,0,0,0
Brett Colburn,--,CAP,OHAC,NCAA,.415,,36,167,147,31,61,8,0,0,15,1,2,11,14,.470,.469,.939,69,,5,3,1,0
Dalton Duty,21,VSU,GSC,NCAA,.415,,44,201,164,42,68,12,3,7,29,14,5,31,27,.500,.652,1.152,107,,0,3,3,0
Steven Marowski,--,ALB,MICA,NCAA,.415,,39,162,130,23,54,7,0,3,41,1,1,24,16,.512,.538,1.051,70,,5,0,3,0
Hank Morrison,22,MRH,PSAC,NCAA,.415,,57,220,193,48,80,16,3,10,53,14,3,19,31,.486,.684,1.170,132,,8,0,0,0
Walker Olis,22,PAC,NRWC,NCAA,.415,,42,204,159,57,66,12,1,11,45,28,1,44,22,.544,.711,1.255,113,,1,0,0,3
Brody Russell,22,FSU,MWC,NCAA,.415,,39,156,135,29,56,15,2,4,35,3,6,9,23,.460,.644,1.104,87,,4,6,2,0
Kenner Berry,--,BWR,ODAC,NCAA,.414,,40,177,157,35,65,13,2,7,45,5,0,16,22,.475,.656,1.131,103,,3,0,1,0
