Name,Age,Tm,Lg,Lev,W,Aff,L,W-L%,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
Ivan Pelaez,23,FAU,SSAC,NAIA,11,,3,.786,2.72,3.51,17,17,,2,1,0,102.2,84,40,31,2,15,,103,13,0,3,415,0.964,7.4,0.2,1.3,9.0,6.87
David Peterson,21,UOR,P12,NCAA,11,,4,.733,2.51,3.05,15,15,,1,1,0,100.1,88,34,28,2,15,0,140,10,0,3,413,1.027,7.9,0.2,1.3,12.6,9.33
Scott Politz,20,YAL,IVY,NCAA,11,,2,.846,3.23,3.42,13,13,,7,2,0,92.0,86,35,33,7,21,0,75,5,3,4,380,1.163,8.4,0.7,2.1,7.3,3.57
Blake Randazzo,--,OWU,KCAC,NAIA,11,,3,.786,4.54,6.53,14,14,,0,0,0,81.1,106,59,41,11,26,,63,4,1,3,373,1.623,11.7,1.2,2.9,7.0,2.42
Connor Seabold,21,CSF,BigW,NCAA,11,,5,.688,2.96,3.10,18,18,,3,1,0,127.2,124,44,42,6,23,0,122,7,0,4,528,1.151,8.7,0.4,1.6,8.6,5.30
Ryan Smith,25,ASU,LSC,NCAA,11,,1,.917,3.52,4.34,15,12,,1,0,0,76.2,78,37,30,3,19,1,53,9,0,8,332,1.265,9.2,0.4,2.2,6.2,2.79
Ken Tabor,21,SAU,GAC,NCAA,11,,2,.846,4.22,4.50,16,16,,2,0,0,96.0,90,48,45,8,34,0,82,10,0,8,414,1.292,8.4,0.8,3.2,7.7,2.41
Tyler Tognarine,--,LYC,AMWC,NAIA,11,,5,.688,1.99,3.02,20,15,,11,1,4,113.1,80,38,25,2,43,,92,8,0,2,473,1.085,6.4,0.2,3.4,7.3,2.14
Kade Wagner,--,SEU,TSC,NAIA,11,,4,.733,2.93,3.64,17,15,,3,0,0,101.1,90,41,33,9,26,,110,7,3,6,402,1.145,8.0,0.8,2.3,9.8,4.23
Aaron Alexander,21,TMC,GSAC,NAIA,10,,5,.667,3.26,3.57,19,18,,4,1,0,116.0,104,46,42,5,31,,96,15,2,4,482,1.164,8.1,0.4,2.4,7.4,3.10
Dalton Algiene,--,SAU,GAC,NCAA,10,,4,.714,2.55,2.99,14,13,,3,2,0,81.1,65,27,23,5,32,0,95,24,0,6,359,1.193,7.2,0.6,3.5,10.5,2.97
Jamie Andriot,--,UTD,ASWC,NCAA,10,,0,1.000,2.70,3.02,12,11,,2,1,1,83.1,64,28,25,2,20,0,80,11,0,3,345,1.008,6.9,0.2,2.2,8.6,4.00
Ryan Baca,--,FRU,KCAC,NAIA,10,,3,.769,2.98,4.33,15,15,,1,0,0,99.2,105,48,33,4,22,,83,9,1,12,433,1.274,9.5,0.4,2.0,7.5,3.77
Seth Birdsong,--,DSU,GSC,NCAA,10,,2,.833,3.01,3.81,16,16,,4,1,0,101.2,108,43,34,8,23,0,83,8,0,6,439,1.289,9.6,0.7,2.0,7.3,3.61
Jacob Blank,21,ASD,NSUN,NCAA,10,,0,1.000,0.78,1.83,15,9,,3,2,0,69.0,42,14,6,0,15,0,86,10,1,3,280,0.826,5.5,0.0,2.0,11.2,5.73
Cody Brown,23,TXT,ASWC,NCAA,10,,3,.769,2.79,3.21,17,12,,5,2,0,84.0,72,30,26,1,26,0,90,10,0,3,347,1.167,7.7,0.1,2.8,9.6,3.46
Braden Chambers,--,AMC,GAC,NCAA,10,,3,.769,4.31,4.98,16,16,,1,0,0,94.0,92,52,45,5,38,0,81,10,0,12,418,1.383,8.8,0.5,3.6,7.8,2.13
Ricky Contreras,21,LCU,HLC,NCAA,10,,2,.833,2.67,3.62,16,16,,7,2,0,104.1,99,42,31,6,26,0,91,10,0,3,433,1.198,8.5,0.5,2.2,7.8,3.50
Trey Cumbie,20,UHN,Amer,NCAA,10,,2,.833,2.04,2.66,15,15,,4,2,0,101.1,91,30,23,5,15,0,82,4,2,2,405,1.046,8.1,0.4,1.3,7.3,5.47
Jake Dahlberg,23,UIC,Horz,NCAA,10,,2,.833,2.17,2.60,16,16,,0,0,0,103.2,58,30,25,4,35,0,78,7,0,2,398,0.897,5.0,0.3,3.0,6.8,2.23
Roberto Delgado,20,OCU,SOAC,NAIA,10,,2,.833,3.49,4.28,14,14,,1,1,0,80.0,60,38,31,10,29,,97,8,1,14,336,1.113,6.8,1.1,3.3,10.9,3.34
Addison Domingo,--,PPU,RSC,NAIA,10,,4,.714,3.84,3.97,19,6,,0,0,3,70.1,65,31,30,4,18,,71,6,1,7,290,1.180,8.3,0.5,2.3,9.1,3.94
Trent Downs,22,URG,RSC,NAIA,10,,2,.833,2.63,3.07,14,13,,6,2,0,82.0,65,28,24,5,18,,56,6,0,1,335,1.012,7.1,0.5,2.0,6.1,3.11
Cody Ebert,--,CCM,AMWC,NAIA,10,,0,1.000,4.06,4.85,13,13,,2,1,0,68.2,58,37,31,6,30,,68,6,1,4,293,1.282,7.6,0.8,3.9,8.9,2.27
Cole Edgens,--,WCC,SSAC,NAIA,10,,1,.909,4.13,4.75,19,15,,4,2,0,102.1,120,54,47,6,39,,83,6,1,9,453,1.554,10.6,0.5,3.4,7.3,2.13
Brendan Feldmann,23,LWU,MIAA,NCAA,10,,3,.769,3.12,3.72,21,14,,4,2,1,121.0,101,50,42,9,23,0,118,10,1,9,495,1.025,7.5,0.7,1.7,8.8,5.13
Noah Gapp,23,UCU,MSC,NAIA,10,,4,.714,1.94,2.34,15,15,,8,4,0,111.1,80,29,24,6,26,,121,11,1,2,446,0.952,6.5,0.5,2.1,9.8,4.65
Daniel Garmendia,22,KEI,TSC,NAIA,10,,3,.769,2.48,3.40,17,16,,5,2,0,108.2,77,41,30,9,30,,96,15,3,10,445,0.985,6.4,0.7,2.5,8.0,3.20
Logan Gilbert,20,STE,ASun,NCAA,10,,0,1.000,2.02,2.33,15,12,,2,1,0,89.0,65,23,20,1,26,0,107,8,0,4,358,1.022,6.6,0.1,2.6,10.8,4.12
Steven Gingery,19,TTU,B12,NCAA,10,,1,.909,1.58,2.07,15,15,,0,0,0,91.1,60,21,16,4,29,0,107,11,1,5,366,0.974,5.9,0.4,2.9,10.5,3.69
Brandon Hagerla,--,UCA,SLC,NCAA,10,,3,.769,2.84,2.96,22,4,,1,1,2,76.0,75,25,24,3,6,1,35,2,2,3,302,1.066,8.9,0.4,0.7,4.1,5.83
Bryant Haralson,--,HSU,GAC,NCAA,10,,3,.769,2.16,2.33,16,14,,7,4,0,104.1,75,27,25,7,13,1,114,5,0,1,408,0.843,6.5,0.6,1.1,9.8,8.77
Devin Hemmerich,21,NSU,MEAC,NCAA,10,,2,.833,1.97,2.31,13,13,,6,2,0,105.1,75,27,23,3,16,0,118,6,0,4,410,0.864,6.4,0.3,1.4,10.1,7.38
Jose Hidalgo,--,USA,SOAC,NAIA,10,,1,.909,2.04,2.23,15,15,,3,0,0,92.2,66,23,21,4,34,,96,7,0,4,378,1.079,6.4,0.4,3.3,9.3,2.82
Stephen Himic,22,BSO,SAA,NCAA,10,,0,1.000,2.28,2.82,14,14,,4,3,0,83.0,75,26,21,4,16,1,56,9,1,4,344,1.096,8.1,0.4,1.7,6.1,3.50
Tyler Holton,21,FSU,ACC,NCAA,10,,3,.769,2.34,3.24,18,18,,2,1,0,119.1,77,43,31,8,31,0,144,10,0,8,483,0.905,5.8,0.6,2.3,10.9,4.65
Robby Howell,21,UCF,Amer,NCAA,10,,1,.909,3.32,3.93,16,16,,2,1,0,103.0,93,45,38,8,42,0,94,5,1,5,447,1.311,8.1,0.7,3.7,8.2,2.24
Tyler Joyner,21,UNA,GSC,NCAA,10,,2,.833,3.21,3.56,14,14,,7,1,0,103.2,88,41,37,7,38,0,99,3,1,9,426,1.215,7.6,0.6,3.3,8.6,2.61
Cody Kellar,--,IIT,WHAC,NAIA,10,,5,.667,3.40,3.67,18,18,,2,1,0,100.2,103,41,38,8,17,,61,5,0,3,417,1.192,9.2,0.7,1.5,5.5,3.59
Nolan Kingham,20,UTX,B12,NCAA,10,,4,.714,2.84,3.03,16,13,,2,1,0,92.0,80,31,29,9,24,0,67,9,0,1,371,1.130,7.8,0.9,2.3,6.6,2.79
Evan Krenz,--,PAC,SIAC,NCAA,10,,5,.667,4.34,6.70,16,13,,10,0,0,95.1,114,71,46,3,40,1,79,2,1,11,436,1.615,10.8,0.3,3.8,7.5,1.98
Andrew Kuta,--,HAS,GPAC,NAIA,10,,3,.769,2.44,2.94,14,13,,10,6,1,88.2,81,29,24,1,21,,47,4,1,3,362,1.150,8.2,0.1,2.1,4.8,2.24
Caleb Kutsche,--,CSU,PBC,NCAA,10,,3,.769,3.19,3.98,14,14,,8,1,0,113.0,105,50,40,13,27,0,112,5,0,5,464,1.168,8.4,1.0,2.2,8.9,4.15
Alex Lange,21,LSU,SEC,NCAA,10,,5,.667,2.97,3.11,19,19,,4,2,0,124.1,106,43,41,10,48,7,150,5,0,10,522,1.239,7.7,0.7,3.5,10.9,3.13
Gunner Leger,21,ULL,SBC,NCAA,10,,2,.833,1.97,2.36,15,15,,0,0,0,91.1,66,24,20,4,24,0,84,14,1,1,372,0.985,6.5,0.4,2.4,8.3,3.50
Alex Lopez,--,TWU,SOAC,NAIA,10,,2,.833,3.94,4.30,17,14,,8,3,1,98.1,104,47,43,7,21,,70,4,0,6,408,1.271,9.5,0.6,1.9,6.4,3.33
Joseph Lyall,22,JCC,RRAC,NAIA,10,,4,.714,3.71,5.65,17,16,,6,0,1,102.0,99,64,42,1,32,,113,14,0,5,454,1.284,8.7,0.1,2.8,10.0,3.53
Kirk McCarty,21,USM,CUSA,NCAA,10,,2,.833,3.52,3.61,17,17,,0,0,0,99.2,94,40,39,8,22,0,103,5,1,10,412,1.164,8.5,0.7,2.0,9.3,4.68
Daniel McCrary,--,NGC,PBC,NCAA,10,,2,.833,2.40,2.49,16,16,,3,1,0,101.1,83,28,27,6,26,0,63,9,1,3,417,1.076,7.4,0.5,2.3,5.6,2.42
Eli Morgan,21,ZAG,WCC,NCAA,10,,2,.833,2.86,2.95,14,14,,3,2,0,100.2,80,33,32,9,31,1,138,1,1,6,416,1.103,7.2,0.8,2.8,12.3,4.45
Anthony Morris,21,STA,ECC,NCAA,10,,1,.909,3.42,4.44,17,13,,1,0,1,79.0,79,39,30,7,17,2,61,12,0,7,339,1.215,9.0,0.8,1.9,6.9,3.59
Kiefer Musiel,23,MLC,GPAC,NAIA,10,,1,.909,4.10,4.54,15,14,,2,1,0,83.1,78,42,38,6,31,,90,5,0,3,356,1.308,8.4,0.6,3.3,9.7,2.90
Todd Nicks,--,BVU,NSAA,NAIA,10,,3,.769,3.20,3.78,13,13,,2,1,0,78.2,71,33,28,3,24,,91,8,1,15,341,1.208,8.1,0.3,2.7,10.4,3.79
Jeff Oster,--,SBU,CAC,NCAA,10,,1,.909,3.42,4.30,17,14,,2,1,1,102.2,82,49,39,9,30,0,93,5,0,2,415,1.091,7.2,0.8,2.6,8.2,3.10
Ty Parquette,--,JUD,CCAC,NAIA,10,,0,1.000,3.97,4.86,18,14,,3,1,3,90.2,85,49,40,9,34,,94,14,0,5,401,1.313,8.4,0.9,3.4,9.3,2.76
Marshall Pautsch,22,CLU,SCIA,NCAA,10,,3,.769,3.31,4.33,19,18,,3,1,0,114.1,121,55,42,5,32,0,105,6,1,9,495,1.338,9.5,0.4,2.5,8.3,3.28
Joshua Payne,22,WTA,LSC,NCAA,10,,3,.769,2.51,3.24,14,14,,2,1,0,86.0,80,31,24,4,19,0,101,3,0,6,357,1.151,8.4,0.4,2.0,10.6,5.32
Patrick Raby,20,VDY,SEC,NCAA,10,,4,.714,2.73,3.25,16,16,,1,0,0,105.1,89,38,32,7,30,0,87,4,0,5,426,1.130,7.6,0.6,2.6,7.4,2.90
Chris Ramirez,--,MSU,RMAC,NCAA,10,,1,.909,3.38,3.90,16,15,,3,2,0,85.1,72,37,32,10,20,0,91,3,0,9,345,1.078,7.6,1.1,2.1,9.6,4.55
Seth Reeves,--,WSS,CIAA,NCAA,10,,3,.769,1.91,2.86,20,14,,3,3,0,85.0,61,27,18,2,34,0,73,8,0,2,358,1.118,6.5,0.2,3.6,7.7,2.15
Dalton Roach,21,MSK,NSUN,NCAA,10,,1,.909,1.56,1.87,14,13,,6,2,0,86.2,54,18,15,2,12,0,128,6,0,1,328,0.762,5.6,0.2,1.2,13.3,10.67
Evan Rogers,--,TWU,SOAC,NAIA,10,,2,.833,3.03,4.19,22,10,,0,0,2,86.0,91,40,29,4,34,,56,6,1,5,369,1.453,9.5,0.4,3.6,5.9,1.65
Anthony Ruden,--,CLK,HAAC,NAIA,10,,3,.769,3.84,5.03,16,15,,6,1,0,91.1,83,51,39,8,37,,102,9,0,12,396,1.314,8.2,0.8,3.6,10.1,2.76
