Name,Age,Tm,Lg,Lev,W,Aff,L,W-L%,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
Carter Cochrane,--,UTD,ASWC,NCAA,10,,0,1.000,2.96,3.34,11,11,,4,1,0,70.0,59,26,23,5,18,0,43,4,0,6,288,1.100,7.6,0.6,2.3,5.5,2.39
Collin Denk,--,MSK,NSUN,NCAA,10,,0,1.000,2.22,2.87,14,11,,2,1,0,69.0,67,22,17,7,5,0,77,4,0,3,282,1.043,8.7,0.9,0.7,10.0,15.40
Clayton Dwyer,--,SBU,C2C,NCAA,10,,0,1.000,2.18,2.30,22,9,,0,,3,78.1,55,20,19,0,11,0,107,7,2,3,307,0.843,6.3,0.0,1.3,12.3,9.73
Nathan Geissler,--,UCU,MSC,NAIA,10,,2,.833,2.41,3.61,13,12,,2,0,0,67.1,59,27,18,2,23,,66,2,1,2,280,1.218,7.9,0.3,3.1,8.8,2.87
Geremy Guerrero,23,ISU,MVC,NCAA,10,,1,.909,2.08,2.36,14,14,,2,1,0,99.1,65,26,23,10,14,0,98,1,0,0,377,0.795,5.9,0.9,1.3,8.9,7.00
Thomas Gutierrez,--,UCU,MSC,NAIA,10,,0,1.000,2.18,2.86,13,12,,3,1,0,66.0,71,21,16,1,18,,74,1,0,2,283,1.348,9.7,0.1,2.5,10.1,4.11
TJ Johnson,--,COE,ARC,NCAA,10,,2,.833,2.28,2.73,13,12,,6,2,0,79.0,67,24,20,3,16,0,60,1,0,1,314,1.051,7.6,0.3,1.8,6.8,3.75
Bryan Ketchie,23,CTW,SAC,NCAA,10,,1,.909,1.82,1.93,15,12,,2,0,0,84.0,69,18,17,5,9,0,63,4,0,3,324,0.929,7.4,0.5,1.0,6.8,7.00
Michael Krauza,23,MRH,PSAC,NCAA,10,,2,.833,2.67,3.00,22,0,,0,0,0,54.0,40,18,16,5,4,1,71,4,0,3,208,0.815,6.7,0.8,0.7,11.8,17.75
Austin Love,22,UNC,ACC,NCAA,10,,4,.714,3.71,3.97,17,16,,2,0,0,102.0,85,45,42,9,32,0,129,2,0,20,418,1.147,7.5,0.8,2.8,11.4,4.03
Jordan Marks,22,SCU,BigS,NCAA,10,,2,.833,2.54,3.01,15,15,,1,1,0,95.2,85,32,27,3,20,0,101,5,0,10,399,1.098,8.0,0.3,1.9,9.5,5.05
Tyler Mattison,21,BRY,NEC,NCAA,10,,3,.769,2.46,3.59,13,13,,1,0,0,80.1,57,32,22,5,14,0,95,2,1,7,312,0.884,6.4,0.6,1.6,10.6,6.79
Will McDonald,--,ASB,RSC,NAIA,10,,2,.833,2.33,3.45,14,13,,3,2,0,88.2,89,34,23,4,25,,81,4,1,3,371,1.286,9.0,0.4,2.5,8.2,3.24
Ryan Miller,20,NCC,MEAC,NCAA,10,,0,1.000,2.21,3.19,13,12,,2,2,0,73.1,55,26,18,3,22,0,74,4,0,2,299,1.050,6.8,0.4,2.7,9.1,3.36
Nate Moretz,--,SAP,APAC,NAIA,10,,5,.667,2.82,3.12,20,10,,7,1,3,89.1,63,31,28,5,32,,110,12,3,6,373,1.063,6.3,0.5,3.2,11.1,3.44
Matt O'Sullivan,23,WWH,WIAC,NCAA,10,,0,1.000,1.96,2.16,14,12,,2,1,0,87.1,58,21,19,4,16,0,125,10,1,4,345,0.847,6.0,0.4,1.6,12.9,7.81
Pierson Ohl,21,GRC,WAC,NCAA,10,,2,.833,2.60,2.69,16,15,,7,3,0,100.1,79,30,29,12,12,0,103,5,0,2,388,0.907,7.1,1.1,1.1,9.2,8.58
Jordan Patty,22,CMU,MAC,NCAA,10,,2,.833,2.46,2.76,15,15,,3,3,0,91.1,72,28,25,4,28,2,78,4,0,4,368,1.095,7.1,0.4,2.8,7.7,2.79
Jonathan Pintaro,23,SHC,GSC,NCAA,10,,4,.714,2.93,3.38,16,14,,3,1,0,101.1,66,38,33,7,36,2,150,15,0,8,420,1.007,5.9,0.6,3.2,13.3,4.17
Walker Powell,25,USM,CUSA,NCAA,10,,2,.833,2.31,2.81,15,14,,5,1,0,89.2,76,28,23,6,18,2,86,4,0,0,363,1.048,7.6,0.6,1.8,8.6,4.78
Jeff Taylor,22,MUP,PSAC,NCAA,10,,2,.833,2.87,3.13,12,12,,3,0,0,69.0,48,24,22,8,22,1,74,6,0,6,280,1.014,6.3,1.0,2.9,9.7,3.36
Blade Tidwell,20,TEN,SEC,NCAA,10,,3,.769,3.74,4.47,18,18,,0,0,0,98.2,84,49,41,12,34,1,90,4,1,5,405,1.196,7.7,1.1,3.1,8.2,2.65
Kyle Waller,22,MAN,HAAC,NAIA,10,,3,.769,3.84,4.97,16,14,,2,0,0,79.2,80,44,34,14,35,,100,7,0,9,360,1.444,9.0,1.6,4.0,11.3,2.86
Gavin Williams,21,ECU,Amer,NCAA,10,,1,.909,1.88,1.99,15,12,,1,1,1,81.1,57,18,17,3,21,0,130,10,1,8,330,0.959,6.3,0.3,2.3,14.4,6.19
Andrew Abbott,22,UVA,ACC,NCAA,9,,6,.600,2.87,3.29,19,17,,0,0,0,106.2,89,39,34,13,32,0,162,5,2,5,433,1.134,7.5,1.1,2.7,13.7,5.06
Robby Ahlstrom,22,UOR,P12,NCAA,9,,3,.750,2.50,2.80,14,14,,0,0,0,90.0,77,28,25,4,16,0,92,5,0,8,362,1.033,7.7,0.4,1.6,9.2,5.75
Isaiah Alvarenga,--,ETB,ASWC,NCAA,9,,3,.750,2.08,2.40,14,13,,8,2,0,82.1,66,22,19,2,18,0,78,13,1,2,343,1.020,7.2,0.2,2.0,8.5,4.33
Eli Atiya,--,ROW,NJAC,NCAA,9,,2,.818,1.68,2.33,11,11,,0,0,0,69.2,59,18,13,3,18,0,72,3,1,2,288,1.105,7.6,0.4,2.3,9.3,4.00
John Baker,23,BSU,MAC,NCAA,9,,3,.750,2.32,3.39,19,13,,4,2,4,101.0,82,38,26,9,25,2,107,5,0,6,410,1.059,7.3,0.8,2.2,9.5,4.28
Jackson Balzan,--,SBU,C2C,NCAA,9,,1,.900,2.26,2.66,15,14,,1,,0,67.2,48,20,17,3,28,0,87,13,0,6,285,1.123,6.4,0.4,3.7,11.6,3.11
Anthony Becerra-Lopez,23,JSU,SWAC,NCAA,9,,1,.900,3.05,3.64,15,12,,3,3,0,76.2,45,31,26,1,49,0,109,23,0,5,341,1.226,5.3,0.1,5.8,12.8,2.22
Brendan Beck,22,STA,P12,NCAA,9,,3,.750,3.15,3.64,17,15,,2,1,0,108.2,81,44,38,11,26,0,143,2,0,10,438,0.985,6.7,0.9,2.2,11.8,5.50
Will Bednar,21,MSU,SEC,NCAA,9,,1,.900,3.12,3.41,19,16,,0,0,0,92.1,72,35,32,12,26,1,139,8,1,2,375,1.061,7.0,1.2,2.5,13.5,5.35
Andrew Braun,23,CCS,NEC,NCAA,9,,1,.900,3.64,3.75,15,14,,1,1,0,84.0,83,35,34,9,12,0,76,9,0,4,349,1.131,8.9,1.0,1.3,8.1,6.33
Crosby Bringhurst,22,OWU,KCAC,NAIA,9,,1,.900,3.68,4.31,16,13,,0,0,0,71.0,74,34,29,4,11,,80,10,1,10,306,1.197,9.4,0.5,1.4,10.1,7.27
Logan Campbell,21,UCH,MEC,NCAA,9,,1,.900,3.15,3.56,12,12,,2,1,0,65.2,45,26,23,5,33,0,101,7,2,8,284,1.188,6.2,0.7,4.5,13.8,3.06
Sam Carpenter,--,PIE,USAS,NCAA,9,,4,.692,2.42,3.59,15,15,,2,0,0,100.1,85,40,27,3,18,0,123,1,1,6,399,1.027,7.6,0.3,1.6,11.0,6.83
Carson Childers,--,ASU,LSC,NCAA,9,,0,1.000,2.06,2.86,28,1,,0,0,2,56.2,35,18,13,1,18,0,67,7,0,7,225,0.935,5.6,0.2,2.9,10.6,3.72
Isaac Coffey,21,ORU,SUMT,NCAA,9,,2,.818,2.81,3.34,14,14,,4,2,0,86.1,73,32,27,5,13,0,92,13,0,3,352,0.996,7.6,0.5,1.4,9.6,7.08
Bryce Crabb,20,NWC,UMAC,NCAA,9,,3,.750,1.52,2.39,13,10,,6,1,0,83.0,64,22,14,6,18,0,70,6,1,3,328,0.988,6.9,0.7,2.0,7.6,3.89
Joe Cuomo,22,BYN,APAC,NAIA,9,,4,.692,3.72,4.75,17,11,,0,0,1,96.2,96,51,40,11,27,,85,12,0,2,418,1.272,8.9,1.0,2.5,7.9,3.15
Carson Cupo,24,SAM,SoCo,NCAA,9,,0,1.000,4.24,4.50,29,0,,0,0,2,34.0,35,17,16,4,10,0,35,4,1,6,146,1.324,9.3,1.1,2.6,9.3,3.50
Tyler Davis,19,VCU,A10,NCAA,9,,2,.818,4.86,5.87,21,0,,0,0,5,53.2,55,35,29,2,27,0,53,6,1,1,246,1.528,9.2,0.3,4.5,8.9,1.96
TJ Deardorff,22,COE,ARC,NCAA,9,,1,.900,1.88,2.26,14,9,,5,1,2,71.2,46,18,15,5,12,0,72,10,0,5,283,0.809,5.8,0.6,1.5,9.0,6.00
Victor Del Carmen,--,SCC,SOAC,NAIA,9,,1,.900,4.86,5.40,13,13,,2,0,0,66.2,64,40,36,5,24,,86,6,1,5,286,1.320,8.6,0.7,3.2,11.6,3.58
Sloan Dieter,27,WCC,SSAC,NAIA,9,,2,.818,1.81,2.28,13,13,,5,1,0,94.2,65,24,19,4,25,,110,7,0,1,376,0.951,6.2,0.4,2.4,10.5,4.40
Will Dion,21,MSU,SLC,NCAA,9,,4,.692,3.07,3.52,17,16,,5,2,1,99.2,79,39,34,4,19,0,121,6,4,4,400,0.983,7.1,0.4,1.7,10.9,6.37
Dylan Dodd,23,SMS,OVC,NCAA,9,,2,.818,3.17,3.72,15,15,,0,0,0,96.2,85,40,34,10,17,0,120,5,1,9,400,1.055,7.9,0.9,1.6,11.2,7.06
Jack Eisenbarger,23,RKH,GLVC,NCAA,9,,2,.818,3.14,3.14,12,12,,7,1,0,77.1,69,27,27,1,18,0,102,6,0,8,316,1.125,8.0,0.1,2.1,11.9,5.67
Collin Floyd,24,YSU,Horz,NCAA,9,,4,.692,2.58,2.93,15,15,,6,3,0,101.1,75,33,29,4,23,0,108,5,0,5,405,0.967,6.7,0.4,2.0,9.6,4.70
Evan Floyd,23,WFL,GSC,NCAA,9,,1,.900,2.91,3.09,16,16,,3,2,0,99.0,75,34,32,5,33,2,106,11,0,4,412,1.091,6.8,0.5,3.0,9.6,3.21
Jake Fosgett,22,CNE,GPAC,NAIA,9,,1,.900,1.43,1.91,13,11,,0,0,0,56.2,31,12,9,0,17,,101,3,0,3,222,0.847,4.9,0.0,2.7,16.0,5.94
Michael Frias,--,UCI,BigW,NCAA,9,,2,.818,3.36,3.57,17,14,,2,2,0,85.2,65,34,32,3,24,0,91,9,1,10,355,1.039,6.8,0.3,2.5,9.6,3.79
Garrett Gainous,19,TRO,SBC,NCAA,9,,5,.643,4.66,5.31,15,15,,0,0,0,83.0,77,49,43,10,36,1,83,9,1,4,363,1.361,8.3,1.1,3.9,9.0,2.31
Mathieu Gauthier,23,WTA,LSC,NCAA,9,,3,.750,2.96,3.76,14,13,,0,0,1,79.0,67,33,26,4,17,0,93,6,1,1,321,1.063,7.6,0.5,1.9,10.6,5.47
Brandon Haggerty,22,YCP,COMC,NCAA,9,,1,.900,2.49,3.01,13,13,,1,0,0,68.2,63,23,19,2,15,0,84,10,1,5,286,1.136,8.3,0.3,2.0,11.0,5.60
Pete Hansen,20,UTX,B12,NCAA,9,,1,.900,1.88,2.18,19,14,,0,0,0,91.0,66,22,19,3,23,0,80,2,1,2,358,0.978,6.5,0.3,2.3,7.9,3.48
Brad Harrison,22,SIC,MVC,NCAA,9,,0,1.000,3.54,3.76,15,15,,2,1,0,81.1,77,34,32,10,27,0,98,4,0,7,347,1.279,8.5,1.1,3.0,10.8,3.63
Drew Hensley,--,ISE,RSC,NAIA,9,,3,.750,4.97,5.68,18,13,,1,0,1,63.1,61,40,35,6,23,,62,4,0,3,279,1.326,8.7,0.9,3.3,8.8,2.70
Sam Highfill,20,NCS,ACC,NCAA,9,,2,.818,3.66,4.24,16,16,,0,0,0,93.1,77,44,38,11,26,0,84,8,2,4,382,1.104,7.4,1.1,2.5,8.1,3.23
Tyler Horvat,20,WJC,PRES,NCAA,9,,0,1.000,1.80,2.57,11,11,,1,1,0,70.0,47,20,14,4,15,1,71,4,0,7,278,0.886,6.0,0.5,1.9,9.1,4.73
Corey Jackson,--,BVU,NSAA,NAIA,9,,3,.750,2.43,2.92,18,17,,7,3,1,111.0,67,36,30,11,42,,176,9,0,14,448,0.982,5.4,0.9,3.4,14.3,4.19
Reid Johnston,22,NCS,ACC,NCAA,9,,3,.750,4.47,4.75,16,12,,1,0,1,96.2,84,51,48,14,23,0,96,11,0,3,403,1.107,7.8,1.3,2.1,8.9,4.17
Collin Jones,22,UCM,MIAA,NCAA,9,,1,.900,4.58,5.09,18,17,,2,1,1,88.1,89,50,45,11,20,0,78,8,0,6,375,1.234,9.1,1.1,2.0,7.9,3.90
