Name,Age,Tm,Lg,Lev,W,Aff,L,W-L%,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
Logan Campbell,20,UCH,MEC,NCAA,4,,0,1.000,0.71,0.71,4,4,,1,1,0,25.1,11,2,2,0,8,0,44,2,1,1,95,0.750,3.9,0.0,2.8,15.6,5.50
Logan Carter,--,MGC,SSAC,NAIA,4,,1,.800,1.93,2.41,7,7,,1,1,0,37.1,34,10,8,1,10,,47,2,1,3,157,1.179,8.2,0.2,2.4,11.3,4.70
Logan Chapman,21,NGU,CCar,NCAA,4,,0,1.000,2.11,2.11,6,5,,0,0,0,21.1,16,5,5,1,6,0,31,1,0,3,87,1.031,6.8,0.4,2.5,13.1,5.17
Eric Chavarria,20,LCS,CCC,NAIA,4,,0,1.000,1.00,1.00,4,4,,1,0,0,27.0,20,3,3,0,3,,16,2,0,2,101,0.852,6.7,0.0,1.0,5.3,5.33
Tristan Cone,--,VSU,GSC,NCAA,4,,0,1.000,3.86,4.37,6,6,,0,0,0,35.0,37,17,15,1,18,0,45,0,0,1,160,1.571,9.5,0.3,4.6,11.6,2.50
Tyson Cosgrove,--,MAC,APAC,NAIA,4,,2,.667,0.97,2.68,6,6,,1,0,0,37.0,26,11,4,0,11,,40,4,0,5,156,1.000,6.3,0.0,2.7,9.7,3.64
Colton Croft,--,UCO,MIAA,NCAA,4,,0,1.000,1.04,1.04,8,0,,0,0,1,17.1,10,2,2,0,4,0,21,2,0,1,66,0.808,5.2,0.0,2.1,10.9,5.25
Riley Daniels,--,SVU,CAC,NCAA,4,,2,.667,2.96,5.55,7,5,,0,,1,24.1,27,15,8,2,18,0,21,6,0,4,121,1.849,10.0,0.7,6.7,7.8,1.17
Todd Danzeisen,--,WTA,LSC,NCAA,4,,0,1.000,3.72,3.96,6,6,,1,0,0,38.2,39,17,16,2,10,1,29,5,0,2,164,1.267,9.1,0.5,2.3,6.8,2.90
Aaron Davenport,19,HAW,BigW,NCAA,4,,0,1.000,2.15,2.45,5,5,,0,0,0,29.1,29,8,7,0,6,0,30,2,2,3,121,1.193,8.9,0.0,1.8,9.2,5.00
Cory Dawson,22,WMT,GSAC,NAIA,4,,1,.800,2.91,2.91,7,7,,0,0,0,43.1,36,14,14,3,9,,63,2,1,3,174,1.038,7.5,0.6,1.9,13.1,7.00
LJ Diaz,26,WBU,SOAC,NAIA,4,,1,.800,2.93,3.77,8,8,,2,1,0,43.0,26,18,14,1,23,,65,10,0,5,186,1.140,5.4,0.2,4.8,13.6,2.83
Sloan Dieter,26,WCC,SSAC,NAIA,4,,1,.800,1.01,1.26,6,6,,1,0,0,35.2,20,5,4,0,16,,57,5,0,2,146,1.009,5.0,0.0,4.0,14.4,3.56
Zach Dixon,--,WTA,LSC,NCAA,4,,0,1.000,2.41,2.89,7,6,,1,1,0,37.1,24,12,10,1,16,0,38,1,0,2,150,1.071,5.8,0.2,3.9,9.2,2.38
Danny Dolensky,--,RDT,APAC,NAIA,4,,0,1.000,2.22,3.33,5,5,,0,0,0,24.1,21,9,6,0,11,,28,0,0,1,105,1.315,7.8,0.0,4.1,10.4,2.55
Austin Dreher,--,WIU,TSC,NAIA,4,,1,.800,3.89,4.93,6,5,,0,0,0,34.2,32,19,15,3,13,,24,4,1,1,148,1.298,8.3,0.8,3.4,6.2,1.85
Dylan Dzendzel,--,ALM,MICA,NCAA,4,,0,1.000,5.62,6.00,4,4,,1,0,0,24.0,20,16,15,4,9,0,32,8,0,4,107,1.208,7.5,1.5,3.4,12.0,3.56
Colton Easterwood,22,UCU,MSC,NAIA,4,,0,1.000,2.20,2.20,6,5,,1,1,1,32.2,20,8,8,2,13,,42,5,0,2,133,1.010,5.5,0.6,3.6,11.6,3.23
Tanner Evans,--,WJU,MEC,NCAA,4,,1,.800,4.64,5.06,5,3,,0,0,0,21.1,17,12,11,1,9,0,18,6,0,3,94,1.219,7.2,0.4,3.8,7.6,2.00
Daniel Floyd,--,WFL,GSC,NCAA,4,,0,1.000,1.93,1.93,6,6,,1,0,0,42.0,28,9,9,2,8,1,40,3,0,2,165,0.857,6.0,0.4,1.7,8.6,5.00
Ethan Foley,--,RDT,APAC,NAIA,4,,1,.800,2.81,3.66,8,3,,0,0,0,32.0,29,13,10,0,6,,24,2,0,2,127,1.094,8.2,0.0,1.7,6.8,4.00
Jordan Fowler,21,UCM,MIAA,NCAA,4,,1,.800,2.01,2.87,6,6,,0,0,0,31.1,22,10,7,0,8,0,29,2,0,2,124,0.957,6.3,0.0,2.3,8.3,3.63
Justin Fuson,--,FPU,PWC,NCAA,4,,1,.800,4.58,5.60,6,6,,0,0,0,35.1,32,22,18,3,10,1,43,6,0,3,153,1.189,8.2,0.8,2.5,11.0,4.30
Nick Garcia,21,CPU,SCIA,NCAA,4,,1,.800,2.33,4.00,5,5,,0,0,0,27.0,17,12,7,0,7,0,36,5,0,5,112,0.889,5.7,0.0,2.3,12.0,5.14
Alex Garrett,--,RHO,SAA,NCAA,4,,0,1.000,2.37,2.37,9,0,,0,0,2,19.0,17,5,5,0,4,0,13,2,0,3,78,1.105,8.1,0.0,1.9,6.2,3.25
Logan Garza,21,OLL,RRAC,NAIA,4,,1,.800,0.63,1.26,7,7,,1,0,0,43.0,21,6,3,2,17,,63,6,0,1,167,0.884,4.4,0.4,3.6,13.2,3.71
Myles Gayman,22,BAU,SSC,NCAA,4,,0,1.000,0.21,0.82,6,6,,1,0,0,43.2,28,4,1,0,8,0,33,4,0,0,171,0.824,5.8,0.0,1.6,6.8,4.13
Matthew Gephardt,--,BDC,HAAC,NAIA,4,,1,.800,3.92,5.23,7,6,,4,0,0,41.1,40,24,18,3,10,,35,3,1,4,177,1.210,8.7,0.7,2.2,7.6,3.50
Tevita Gerber,23,DSC,RMAC,NCAA,4,,0,1.000,2.76,3.38,5,5,,0,0,0,29.1,23,11,9,3,5,0,28,2,1,3,113,0.955,7.1,0.9,1.5,8.6,5.60
Drake Girard,--,TAB,KCAC,NAIA,4,,1,.800,3.09,3.09,6,5,,2,0,0,32.0,30,11,11,3,10,,29,3,1,2,137,1.250,8.4,0.8,2.8,8.2,2.90
Zack Glines,--,FAU,SSAC,NAIA,4,,1,.800,3.38,3.75,6,4,,0,0,0,24.0,18,10,9,1,11,,20,4,0,3,107,1.208,6.8,0.4,4.1,7.5,1.82
