Name,Age,Tm,Lg,Lev,BA,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Ethan Baucom,--,NCP,PBC,NCAA,.307,,23,120,101,33,31,6,0,9,37,4,5,13,16,.400,.634,1.034,64,,4,0,2,2
Norberto Navarro,23,WIU,TSC,NAIA,.307,,29,120,101,26,31,3,2,1,16,3,3,17,12,.417,.406,.823,41,0,2,0,0,
Brock Bueno,--,UAV,CPAC,NAIA,.306,,29,140,111,23,34,5,4,1,19,11,3,20,10,.443,.450,.893,50,3,8,0,1,
Trace Whetsell,--,LMC,CCar,NCAA,.304,,23,111,102,18,31,2,1,2,16,2,2,6,14,.336,.402,.738,41,,0,1,2,0
Daniel Caylor,--,AMU,TSC,NAIA,.299,,28,123,107,18,32,5,0,1,9,2,4,10,24,.380,.374,.754,40,0,4,2,0,
Kawaiola Takemura,--,WJP,GSAC,NAIA,.296,,29,127,108,21,32,11,1,0,13,2,0,15,20,.402,.417,.818,45,0,4,0,0,
Andrew Daria,20,OCU,RSC,NAIA,.291,,28,113,103,21,30,5,0,0,9,6,2,7,14,.342,.340,.682,35,1,1,2,0,
Brett Parrish,--,FIT,SSC,NCAA,.287,,24,110,101,12,29,4,1,2,9,5,1,6,19,.333,.406,.739,41,,1,2,0,2
Felix Martinez,--,MAC,SOAC,NAIA,.276,,31,126,105,26,29,5,0,5,33,6,0,15,17,.381,.467,.848,49,0,4,0,2,
Dillon Klement,--,UAV,CPAC,NAIA,.270,,27,115,100,21,27,9,2,4,24,2,0,8,17,.357,.520,.877,52,3,6,0,1,
Rodnie Bernard,--,FIT,SSC,NCAA,.260,,24,113,100,14,26,4,0,0,6,8,1,11,17,.339,.300,.639,30,,1,1,0,1
Kevin Jordan,22,WJP,GSAC,NAIA,.252,,29,119,111,17,28,5,0,1,23,3,1,5,18,.294,.324,.618,36,2,2,0,1,
Bryan Gomez,--,UAV,CPAC,NAIA,.250,,29,126,100,24,25,6,2,4,23,8,2,19,19,.384,.470,.854,47,2,4,1,2,
