Name,Age,Tm,Lg,Lev,W,Aff,L,W-L%,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
Jackson Kowar,21,UFL,SEC,NCAA,10,,5,.667,3.04,3.77,18,18,,0,0,0,112.1,101,47,38,10,43,1,115,9,1,7,483,1.282,8.1,0.8,3.4,9.2,2.67
Alec Lamrouex,--,KEI,TSC,NAIA,10,,4,.714,2.73,4.45,18,14,,3,1,0,89.0,106,44,27,6,8,,68,6,0,2,384,1.281,10.7,0.6,0.8,6.9,8.50
David Lebron,24,TPA,SSC,NCAA,10,,0,1.000,2.24,2.34,16,16,,0,0,0,96.1,74,25,24,5,28,0,139,3,1,5,392,1.059,6.9,0.5,2.6,13.0,4.96
Sean Mellen,20,NEU,CAA,NCAA,10,,3,.769,2.28,2.28,14,13,,0,0,0,79.0,49,20,20,7,37,0,81,6,1,1,323,1.089,5.6,0.8,4.2,9.2,2.19
Bryce Milligan,19,OCU,SOAC,NAIA,10,,2,.833,2.33,2.89,14,12,,2,1,1,81.0,54,26,21,4,32,,91,6,1,6,327,1.062,6.0,0.4,3.6,10.1,2.84
Casey Mize,21,AUB,SEC,NCAA,10,,6,.625,3.30,3.38,17,17,,3,1,0,114.2,84,43,42,10,16,0,156,5,0,5,444,0.872,6.6,0.8,1.3,12.2,9.75
Matt Mulhearn,20,WBU,SLIA,NCAA,10,,2,.833,2.99,3.20,14,13,,1,0,0,84.1,78,30,28,7,14,0,76,6,2,1,346,1.091,8.3,0.7,1.5,8.1,5.43
Andre Pallante,19,UCI,BigW,NCAA,10,,1,.909,1.60,2.13,15,15,,0,0,0,101.1,77,24,18,5,30,1,115,4,0,8,413,1.056,6.8,0.4,2.7,10.2,3.83
Matt Patton,--,TYU,CRS,NAIA,10,,3,.769,1.86,2.33,19,17,,2,2,0,96.2,75,25,20,2,10,,102,4,0,2,378,0.879,7.0,0.2,0.9,9.5,10.20
Kevin Perez,--,JSU,SWAC,NCAA,10,,4,.714,4.35,5.42,19,17,,2,0,0,93.0,101,56,45,3,25,0,74,10,4,5,414,1.355,9.8,0.3,2.4,7.2,2.96
Perley Provost,22,DEN,NCAC,NCAA,10,,2,.833,2.68,3.26,17,11,,0,0,1,77.1,97,28,23,1,10,0,47,6,1,5,339,1.384,11.3,0.1,1.2,5.5,4.70
Tristan Prybylinski,--,WJP,GSAC,NAIA,10,,1,.909,4.22,5.20,17,17,,0,0,0,91.2,93,53,43,6,38,,76,8,1,4,409,1.429,9.1,0.6,3.7,7.5,2.00
Drew Reveno,21,SLU,A10,NCAA,10,,2,.833,2.13,2.66,18,11,,0,0,0,67.2,48,20,16,3,29,0,52,8,0,4,279,1.138,6.4,0.4,3.9,6.9,1.79
Braxton Rhodes,--,MOB,SSAC,NAIA,10,,2,.833,2.76,2.93,15,15,,7,2,1,104.1,88,34,32,6,18,,102,11,1,3,421,1.016,7.6,0.5,1.6,8.8,5.67
Ryan Rolison,20,UMS,SEC,NCAA,10,,4,.714,3.70,4.62,17,16,,0,0,0,97.1,88,50,40,5,45,0,120,6,1,12,428,1.366,8.1,0.5,4.2,11.1,2.67
Ryan Sandifer,--,OWU,KCAC,NAIA,10,,1,.909,2.11,4.30,15,15,,4,2,0,98.1,89,47,23,6,27,,96,13,2,8,416,1.180,8.1,0.5,2.5,8.8,3.56
Nick Sandlin,21,USM,CUSA,NCAA,10,,0,1.000,1.06,1.32,15,15,,3,3,0,102.1,55,15,12,2,18,0,144,10,0,0,388,0.713,4.8,0.2,1.6,12.7,8.00
Tyler Santana,20,JXU,ASun,NCAA,10,,2,.833,3.76,4.26,15,15,,0,0,0,88.2,90,42,37,5,30,0,58,4,1,10,375,1.353,9.1,0.5,3.0,5.9,1.93
Sam Shutes,23,UTL,MAC,NCAA,10,,2,.833,2.97,3.15,15,15,,1,1,0,97.0,84,34,32,5,30,0,82,6,0,4,407,1.175,7.8,0.5,2.8,7.6,2.73
Evan Sisk,21,COC,CAA,NCAA,10,,3,.769,2.96,3.74,15,15,,1,1,0,91.1,74,38,30,4,24,1,78,9,0,7,374,1.073,7.3,0.4,2.4,7.7,3.25
Aron Solis,21,TSU,SWAC,NCAA,10,,4,.714,3.67,4.27,15,15,,3,2,0,90.2,94,43,37,4,26,1,69,19,1,2,397,1.324,9.3,0.4,2.6,6.8,2.65
J.P. Stevenson,21,CAN,MAAC,NCAA,10,,2,.833,2.73,3.45,17,16,,1,1,0,99.0,71,38,30,6,21,0,93,8,1,9,397,0.929,6.5,0.5,1.9,8.5,4.43
David Stover,22,MRT,OHAC,NCAA,10,,4,.714,3.47,4.03,19,8,,3,1,1,80.1,90,36,31,3,7,1,55,5,0,0,336,1.207,10.1,0.3,0.8,6.2,7.86
Ryan Tapani,24,CRU,BigE,NCAA,10,,1,.909,2.38,2.57,14,14,,1,1,0,94.2,83,27,25,4,25,0,95,4,1,0,393,1.141,7.9,0.4,2.4,9.0,3.80
Chase Thometz,--,JND,NSAA,NAIA,10,,1,.909,3.97,4.31,15,14,,1,0,0,79.1,75,38,35,7,30,,93,6,2,6,345,1.324,8.5,0.8,3.4,10.6,3.10
Daniel Tolano,22,TWU,APAC,NAIA,10,,1,.909,2.17,2.97,20,10,,1,0,2,78.2,66,26,19,10,21,,80,3,0,3,324,1.106,7.6,1.1,2.4,9.2,3.81
Ivan Torres,22,BUM,CPAC,NAIA,10,,2,.833,3.43,4.24,17,16,,1,1,0,99.2,81,47,38,3,58,,92,18,2,5,430,1.395,7.3,0.3,5.2,8.3,1.59
Colan Treml,21,WOS,WIAC,NCAA,10,,0,1.000,2.15,2.45,12,12,,5,1,0,88.0,71,24,21,4,18,1,74,6,0,8,352,1.011,7.3,0.4,1.8,7.6,4.11
Chris Vallimont,21,MRH,PSAC,NCAA,10,,3,.769,2.35,3.02,15,12,,2,1,1,80.1,40,27,21,3,26,0,147,5,0,11,313,0.822,4.5,0.3,2.9,16.5,5.65
Francis Ventura,25,USA,SOAC,NAIA,10,,0,1.000,4.44,4.80,12,12,,2,1,0,75.0,72,40,37,9,17,,69,3,2,1,317,1.187,8.6,1.1,2.0,8.3,4.06
Christian Aragon,21,SCA,PBC,NCAA,9,,1,.900,3.22,4.11,17,15,,0,0,0,81.0,71,37,29,4,33,0,90,7,2,11,358,1.284,7.9,0.4,3.7,10.0,2.73
Nick Arnold,21,POS,CACC,NCAA,9,,2,.818,1.76,2.64,13,13,,3,2,0,71.2,60,21,14,3,16,0,53,2,0,7,293,1.060,7.5,0.4,2.0,6.7,3.31
