Name,Age,Tm,Lg,Lev,W,Aff,L,W-L%,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
Braden Chambers,--,AMC,GAC,NCAA,11,,1,.917,3.41,3.88,16,14,,4,0,0,95.0,75,41,36,11,43,0,71,6,0,6,398,1.242,7.1,1.0,4.1,6.7,1.65
Bobby Dalbec,21,UAZ,P12,NCAA,11,,6,.647,2.50,3.31,29,8,,0,0,7,100.2,82,37,28,6,37,5,96,10,0,7,427,1.182,7.3,0.5,3.3,8.6,2.59
Matt Festa,23,ESU,PSAC,NCAA,11,,2,.846,2.35,2.76,13,13,,9,2,0,88.0,72,27,23,3,21,0,105,7,0,9,360,1.057,7.4,0.3,2.1,10.7,5.00
Ryan Gaines,21,BSO,SAA,NCAA,11,,2,.846,2.31,2.73,14,14,,3,3,0,105.1,91,32,27,4,15,0,72,8,0,8,414,1.006,7.8,0.3,1.3,6.2,4.80
Brad Haymes,22,GWU,BigS,NCAA,11,,3,.786,2.20,2.77,15,15,,8,3,0,110.2,87,34,27,4,16,1,115,4,0,7,429,0.931,7.1,0.3,1.3,9.4,7.19
Connor Jones,21,UVA,ACC,NCAA,11,,1,.917,2.34,3.21,15,15,,3,1,0,103.2,85,37,27,3,38,2,72,5,2,9,431,1.186,7.4,0.3,3.3,6.3,1.89
Anthony Matarazzo,--,FPU,NE10,NCAA,11,,1,.917,1.87,2.18,15,13,,2,0,0,86.2,68,21,18,4,23,1,73,9,3,3,348,1.050,7.1,0.4,2.4,7.6,3.17
Colin McKee,22,MRH,PSAC,NCAA,11,,2,.846,1.82,2.30,15,15,,6,1,0,94.0,55,24,19,3,34,0,141,2,0,9,369,0.947,5.3,0.3,3.3,13.5,4.15
Michael Mediavilla,20,MIA,ACC,NCAA,11,,2,.846,3.40,3.66,18,18,,0,0,0,103.1,88,42,39,8,43,1,85,9,0,3,440,1.268,7.7,0.7,3.7,7.4,1.98
Michael Rucker,22,BYU,WCC,NCAA,11,,1,.917,2.73,3.34,16,16,,1,0,0,102.1,80,38,31,5,31,1,94,11,0,4,419,1.085,7.0,0.4,2.7,8.3,3.03
Kyle Simonds,23,TAM,SEC,NCAA,11,,3,.786,2.61,3.24,17,17,,3,1,0,100.0,81,36,29,8,26,1,80,7,0,9,406,1.070,7.3,0.7,2.3,7.2,3.08
Brandyn Sittinger,22,ASH,GLIC,NCAA,11,,0,1.000,2.23,2.74,14,13,,5,2,0,88.2,65,27,22,2,40,1,131,4,1,16,376,1.184,6.6,0.2,4.1,13.3,3.28
Placido Torres,23,TUS,SAC,NCAA,11,,0,1.000,0.70,1.24,14,14,,7,4,0,116.0,61,16,9,2,24,2,162,2,0,5,428,0.733,4.7,0.2,1.9,12.6,6.75
Thomas Weldon,--,ELM,NECC,NCAA,11,,1,.917,2.51,2.80,14,14,,6,1,0,93.1,67,29,26,2,26,0,93,13,0,3,377,0.996,6.5,0.2,2.5,9.0,3.58
Ethan Westphal,24,UCM,MIAA,NCAA,11,,2,.846,2.60,2.87,15,14,,4,2,0,100.1,77,32,29,7,28,0,103,6,0,7,406,1.047,6.9,0.6,2.5,9.2,3.68
Wilson Adams,22,UAH,GSC,NCAA,10,,3,.769,2.45,2.92,14,14,,2,0,0,95.2,84,31,26,5,29,0,101,6,1,4,408,1.181,7.9,0.5,2.7,9.5,3.48
Vince Apicella,22,CNC,SAC,NCAA,10,,3,.769,3.45,3.73,14,13,,7,2,0,94.0,74,39,36,11,32,0,105,3,0,3,384,1.128,7.1,1.1,3.1,10.1,3.28
Jesse Arnold,22,KSC,CSAC,NCAA,10,,0,1.000,2.09,2.51,15,11,,2,0,0,86.0,64,24,20,1,24,0,87,15,0,3,354,1.023,6.7,0.1,2.5,9.1,3.63
Felix Baez,23,KSC,CSAC,NCAA,10,,3,.769,3.07,3.97,16,16,,2,1,0,99.2,80,44,34,4,50,0,123,14,1,7,439,1.304,7.2,0.4,4.5,11.1,2.46
Brandon Bailey,21,ZAG,WCC,NCAA,10,,3,.769,2.42,3.05,16,15,,2,0,0,100.1,80,34,27,4,31,0,125,5,0,8,416,1.106,7.2,0.4,2.8,11.2,4.03
Nate Beckman,--,LUT,IIAC,NCAA,10,,2,.833,3.12,4.26,15,11,,6,0,0,86.2,102,41,30,3,25,2,45,9,1,5,391,1.465,10.6,0.3,2.6,4.7,1.80
Max Bethell,22,CPP,CCAA,NCAA,10,,5,.667,2.74,3.54,18,13,,1,0,1,101.2,76,40,31,2,30,0,79,6,2,6,413,1.043,6.7,0.2,2.7,7.0,2.63
Caleb Boushley,22,WLC,WIAC,NCAA,10,,1,.909,2.30,2.97,13,13,,4,1,0,94.0,85,31,24,9,18,0,80,3,0,4,380,1.096,8.1,0.9,1.7,7.7,4.44
Sean Buckland,--,SSC,MSAC,NCAA,10,,0,1.000,2.69,3.45,11,9,,6,2,0,70.1,65,27,21,1,25,0,61,9,0,3,302,1.280,8.3,0.1,3.2,7.8,2.44
Joseph Camacho,22,ASU,SWAC,NCAA,10,,1,.909,2.35,3.52,15,13,,3,2,1,84.1,75,33,22,0,23,0,82,13,2,2,353,1.162,8.0,0.0,2.5,8.8,3.57
Keith Coulson,--,UMR,GLVC,NCAA,10,,2,.833,3.34,4.07,16,13,,5,3,0,86.1,92,39,32,8,19,0,42,7,1,1,367,1.286,9.6,0.8,2.0,4.4,2.21
Paul Covelle,22,FPU,NE10,NCAA,10,,2,.833,1.96,2.52,15,15,,4,1,0,96.1,62,27,21,5,15,0,93,4,0,10,366,0.799,5.8,0.5,1.4,8.7,6.20
Alex Cunningham,22,CCU,BigS,NCAA,10,,4,.714,3.62,4.22,22,17,,1,0,1,119.1,116,56,48,12,40,1,98,6,4,2,508,1.307,8.7,0.9,3.0,7.4,2.45
Heath Donica,22,SHS,SLC,NCAA,10,,4,.714,3.42,4.38,18,16,,4,0,0,113.0,99,55,43,6,24,0,96,16,0,5,462,1.088,7.9,0.5,1.9,7.6,4.00
Parker Dunshee,21,WKF,ACC,NCAA,10,,5,.667,3.20,3.73,16,15,,1,0,0,101.1,98,42,36,8,32,3,102,6,0,8,436,1.283,8.7,0.7,2.8,9.1,3.19
Ethan Elliott,19,LMU,SAC,NCAA,10,,2,.833,3.29,3.62,12,12,,5,2,0,82.0,79,33,30,7,17,0,68,5,0,2,341,1.171,8.7,0.8,1.9,7.5,4.00
Kevin Elwell,--,EZC,LANC,NCAA,10,,2,.833,3.27,3.74,12,12,,5,2,0,77.0,73,32,28,3,18,0,38,5,0,3,326,1.182,8.5,0.4,2.1,4.4,2.11
Bryce Fehmel,19,ORS,P12,NCAA,10,,1,.909,2.31,2.83,26,6,,1,1,2,70.0,58,22,18,4,23,1,51,3,0,7,293,1.157,7.5,0.5,3.0,6.6,2.22
Tyler Fox,22,UNO,SUMT,NCAA,10,,2,.833,3.04,3.93,15,15,,2,1,0,100.2,108,44,34,7,16,0,71,2,4,8,423,1.232,9.7,0.6,1.4,6.3,4.44
Will Gaddis,20,FUR,SoCo,NCAA,10,,3,.769,3.45,4.34,15,15,,2,1,0,101.2,95,49,39,6,20,0,92,3,0,13,419,1.131,8.4,0.5,1.8,8.1,4.60
Brandon Goldsmith,--,UWG,GSC,NCAA,10,,1,.909,3.36,3.94,17,15,,3,2,0,93.2,90,41,35,11,25,0,72,14,0,3,398,1.228,8.6,1.1,2.4,6.9,2.88
Kyle Hart,23,INU,BTen,NCAA,10,,4,.714,3.29,3.75,15,15,,2,0,0,98.1,91,41,36,9,15,0,79,8,3,1,401,1.078,8.3,0.8,1.4,7.2,5.27
Eric Hester,--,SEU,HLC,NCAA,10,,3,.769,2.36,3.07,20,12,,2,1,0,76.1,73,26,20,5,7,0,64,5,0,2,306,1.048,8.6,0.6,0.8,7.5,9.14
Mason Hilty,--,DSC,PWC,NCAA,10,,1,.909,3.59,3.82,14,12,,0,0,0,77.2,76,33,31,6,16,0,72,5,0,5,327,1.185,8.8,0.7,1.9,8.3,4.50
Lane Hobbs,21,CUA,ASWC,NCAA,10,,1,.909,1.43,1.65,13,11,,9,4,1,82.0,53,15,13,1,15,0,92,4,0,3,314,0.829,5.8,0.1,1.6,10.1,6.13
Michael Houdek,21,WOO,NCAC,NCAA,10,,2,.833,3.14,4.08,16,14,,4,1,0,86.0,72,39,30,5,39,0,64,8,1,9,363,1.291,7.5,0.5,4.1,6.7,1.64
Brian Howard,21,TCU,B12,NCAA,10,,2,.833,3.19,3.28,17,17,,1,0,0,98.2,80,36,35,2,30,1,93,4,0,7,399,1.115,7.3,0.2,2.7,8.5,3.10
Tyler Howe,22,ASU,SWAC,NCAA,10,,3,.769,1.69,2.70,15,12,,2,2,0,80.0,64,24,15,5,15,0,82,10,0,5,334,0.988,7.2,0.6,1.7,9.2,5.47
Will Jones,23,LAN,PBC,NCAA,10,,3,.769,3.51,4.16,18,17,,2,1,0,110.1,119,51,43,11,24,0,106,6,0,7,483,1.296,9.7,0.9,2.0,8.6,4.42
Matthew Kaplanis,--,UIN,GLVC,NCAA,10,,1,.909,3.06,3.64,14,14,,3,0,0,94.0,105,38,32,8,12,0,75,1,0,9,397,1.245,10.1,0.8,1.1,7.2,6.25
Brian Keller,22,UWM,Horz,NCAA,10,,3,.769,3.10,3.44,15,15,,4,3,0,107.1,108,41,37,1,20,0,103,9,1,1,453,1.193,9.1,0.1,1.7,8.6,5.15
Brandon Koehler,--,CSU,PBC,NCAA,10,,1,.909,5.54,5.93,16,15,,4,0,0,91.0,95,60,56,10,30,0,68,12,2,20,396,1.374,9.4,1.0,3.0,6.7,2.27
Pat Krall,21,CLM,ACC,NCAA,10,,2,.833,1.67,2.01,29,3,,1,0,5,80.2,58,18,15,3,17,2,65,4,0,3,320,0.930,6.5,0.3,1.9,7.3,3.82
Seth Lamando,--,UNC,SUNY,NCAA,10,,0,1.000,0.72,1.33,14,13,,2,1,1,88.0,60,13,7,4,11,0,91,7,2,4,332,0.807,6.1,0.4,1.1,9.3,8.27
Jimmy Lambert,21,FSU,MWC,NCAA,10,,2,.833,3.13,3.41,15,15,,1,1,0,97.2,98,37,34,6,19,0,78,4,2,8,408,1.198,9.0,0.6,1.8,7.2,4.11
Eric Lauer,21,KSU,MAC,NCAA,10,,2,.833,0.69,1.30,15,15,,3,3,0,104.0,49,15,8,4,28,0,125,7,0,6,389,0.740,4.2,0.3,2.4,10.8,4.46
Joey Lucchesi,23,SMS,OVC,NCAA,10,,5,.667,2.19,2.92,17,16,,2,1,1,111.0,96,36,27,5,37,0,149,3,2,5,461,1.198,7.8,0.4,3.0,12.1,4.03
Will Martel,--,OXY,SCIA,NCAA,10,,2,.833,2.46,4.15,15,13,,3,0,0,80.1,74,37,22,6,33,0,29,8,1,3,355,1.332,8.3,0.7,3.7,3.2,0.88
Davis Martin,19,TTU,B12,NCAA,10,,1,.909,2.52,2.92,19,14,,0,0,2,89.1,75,29,25,5,27,1,61,7,1,3,367,1.142,7.6,0.5,2.7,6.1,2.26
Ross Massey,19,TUL,Amer,NCAA,10,,3,.769,2.29,3.19,18,12,,2,1,0,90.1,87,32,23,4,18,0,51,12,0,3,379,1.162,8.7,0.4,1.8,5.1,2.83
Darren McCaughan,20,LBS,BigW,NCAA,10,,1,.909,2.03,2.51,16,16,,1,1,0,111.0,76,31,25,5,16,0,84,15,0,3,434,0.829,6.2,0.4,1.3,6.8,5.25
Brady Miller,20,WOU,GNAC,NCAA,10,,2,.833,3.14,4.48,13,13,,0,0,0,80.1,68,40,28,2,43,0,89,6,3,11,358,1.382,7.6,0.2,4.8,10.0,2.07
Eli Morgan,20,ZAG,WCC,NCAA,10,,3,.769,3.73,3.81,16,16,,4,3,0,111.0,109,47,46,6,31,1,107,4,0,6,459,1.261,8.8,0.5,2.5,8.7,3.45
Jinny Parra,--,OBU,GAC,NCAA,10,,3,.769,2.41,2.41,13,13,,5,0,0,93.1,63,25,25,6,19,0,86,6,0,5,365,0.879,6.1,0.6,1.8,8.3,4.53
Richard Peoples,--,MWS,MIAA,NCAA,10,,3,.769,5.88,6.68,19,14,,3,0,0,90.1,116,67,59,5,32,0,61,9,1,4,411,1.638,11.6,0.5,3.2,6.1,1.91
Alex Person,21,SNH,NE10,NCAA,10,,0,1.000,3.26,3.49,12,11,,1,0,0,77.1,73,30,28,6,24,1,54,5,0,4,324,1.254,8.5,0.7,2.8,6.3,2.25
Jacob Piechota,20,WMU,MAC,NCAA,10,,4,.714,3.75,3.90,29,2,,0,0,3,60.0,62,26,25,1,18,1,37,4,2,1,261,1.333,9.3,0.2,2.7,5.6,2.06
Alex Robles,20,APS,OVC,NCAA,10,,6,.625,4.67,5.03,16,15,,0,0,0,98.1,103,55,51,6,32,1,89,11,0,5,432,1.373,9.4,0.5,2.9,8.1,2.78
Mac Sceroler,21,SLU,SLC,NCAA,10,,4,.714,2.25,2.81,16,16,,0,0,0,96.0,83,30,24,6,33,0,93,7,1,11,403,1.208,7.8,0.6,3.1,8.7,2.82
Jesse Scholtens,22,WSU,Horz,NCAA,10,,1,.909,2.95,3.69,16,16,,1,1,0,109.2,89,45,36,3,19,0,95,9,0,4,446,0.985,7.3,0.2,1.6,7.8,5.00
Collin Sherrod,22,SEU,HLC,NCAA,10,,2,.833,2.17,2.71,14,13,,2,0,0,83.0,65,25,20,3,27,0,93,5,0,7,335,1.108,7.0,0.3,2.9,10.1,3.44
Stuart Springer,23,SEU,HLC,NCAA,10,,1,.909,2.20,3.62,20,12,,1,0,0,82.0,73,33,20,8,22,1,72,5,0,3,343,1.159,8.0,0.9,2.4,7.9,3.27
Cameron Stanton,22,SEU,HLC,NCAA,10,,1,.909,3.16,4.30,17,17,,2,1,0,102.2,98,49,36,6,20,0,92,4,1,5,425,1.149,8.6,0.5,1.8,8.1,4.60
Tyler Stubblefield,22,ESU,MIAA,NCAA,10,,1,.909,2.65,2.99,17,14,,2,1,1,105.1,92,35,31,7,32,0,102,5,0,0,432,1.177,7.9,0.6,2.7,8.7,3.19
Walter Talcott,19,EHC,HCAC,NCAA,10,,2,.833,1.91,2.52,18,9,,5,2,3,89.1,76,25,19,3,16,1,87,5,1,4,362,1.030,7.7,0.3,1.6,8.8,5.44
Justin Valdespina,21,SNH,NE10,NCAA,10,,3,.769,2.89,4.33,13,13,,2,2,0,81.0,73,39,26,5,22,0,91,7,3,15,341,1.173,8.1,0.6,2.4,10.1,4.14
James Walsh,23,RMC,ODAC,NCAA,10,,0,1.000,1.98,2.27,14,14,,1,1,0,95.1,75,24,21,1,15,0,102,6,0,7,386,0.944,7.1,0.1,1.4,9.6,6.80
Braden Webb,21,USC,SEC,NCAA,10,,6,.625,3.09,3.79,18,17,,0,0,0,102.0,80,43,35,6,48,0,128,7,2,14,431,1.255,7.1,0.5,4.2,11.3,2.67
Christopher Williams,--,TPA,SSC,NCAA,10,,2,.833,3.65,5.47,19,8,,0,0,2,74.0,84,45,30,5,11,2,72,7,0,3,325,1.284,10.2,0.6,1.3,8.8,6.55
Marty Windisch,21,MCD,CENT,NCAA,10,,2,.833,1.85,2.19,14,10,,2,0,1,78.0,79,19,16,4,15,0,71,3,1,3,327,1.205,9.1,0.5,1.7,8.2,4.73
Michael Baird,20,SIC,MVC,NCAA,9,,4,.692,1.76,1.94,15,15,,3,1,0,102.0,75,22,20,4,26,0,58,5,1,5,405,0.990,6.6,0.4,2.3,5.1,2.23
Danny Beddes,21,UVS,WAC,NCAA,9,,4,.692,4.56,5.35,17,17,,0,0,0,102.2,93,61,52,5,55,0,99,13,2,5,461,1.442,8.2,0.4,4.8,8.7,1.80
Clark Beeker,23,DVD,A10,NCAA,9,,4,.692,2.55,3.38,15,15,,6,2,0,109.1,109,41,31,10,19,1,73,4,0,3,459,1.171,9.0,0.8,1.6,6.0,3.84
Dustin Beggs,23,UKY,SEC,NCAA,9,,2,.818,3.01,3.10,14,14,,2,1,0,98.2,78,34,33,8,16,0,80,3,1,3,383,0.953,7.1,0.7,1.5,7.3,5.00
Jack Bensinger,--,WBU,SLIA,NCAA,9,,2,.818,1.56,1.98,12,12,,5,1,0,86.1,58,19,15,5,13,0,62,4,0,3,334,0.822,6.0,0.5,1.4,6.5,4.77
Brandon Bingel,21,BRY,NEC,NCAA,9,,4,.692,3.77,3.77,14,14,,1,0,0,74.0,76,31,31,5,31,2,64,5,0,4,326,1.446,9.2,0.6,3.8,7.8,2.06
John Bini,18,GCC,PRES,NCAA,9,,0,1.000,3.81,4.26,14,11,,3,0,2,80.1,91,38,34,1,36,1,43,10,2,3,356,1.581,10.2,0.1,4.0,4.8,1.19
