Name,Age,Tm,Lg,Lev,BA,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Walker Paris,--,ASB,RSC,NAIA,.448,,51,211,181,53,81,14,2,14,82,5,1,16,23,.493,.779,1.272,141,4,7,0,7,
Daryl Myers,23,BDC,HAAC,NAIA,.447,,50,221,188,81,84,22,2,15,58,17,2,23,20,.520,.824,1.345,155,1,8,0,2,
Tristin Garcia,21,ALC,SWAC,NCAA,.445,,27,122,110,18,49,10,1,1,27,7,1,7,8,.500,.582,1.082,64,,5,0,0,2
Sean Boylan,--,CMI,FREC,NCAA,.444,,41,177,133,46,59,11,1,7,55,10,1,22,14,.524,.699,1.223,93,,8,7,7,1
Blake Hoffman,--,NWO,GAC,NCAA,.443,,34,117,106,28,47,9,0,10,21,0,1,7,27,.487,.811,1.299,86,,3,0,1,1
James Powers,--,AMC,GNEC,NCAA,.443,,28,130,115,32,51,11,0,4,29,7,0,6,14,.508,.643,1.151,74,,9,0,0,0
Joe Battista,--,UTI,EMP8,NCAA,.442,,34,154,120,37,53,14,1,1,36,2,0,30,15,.552,.600,1.152,72,,2,0,2,1
Sam Beers,20,CNW,NATH,NCAA,.442,,37,179,156,41,69,14,3,7,46,6,0,18,16,.500,.705,1.205,110,,2,1,2,0
Jonathon Kelso,--,WPL,WIAC,NCAA,.442,,41,190,156,55,69,18,4,9,36,27,1,19,19,.532,.782,1.314,122,,13,0,2,1
Dallas Hite,21,PSH,NEAC,NCAA,.441,,35,162,143,47,63,10,2,7,29,21,3,13,23,.497,.685,1.182,98,,4,1,1,0
Matt Marlow,20,REG,RMAC,NCAA,.441,,39,161,143,39,63,14,0,6,56,1,3,10,13,.491,.664,1.155,95,,6,0,2,0
Jack Surin,22,BDU,NATH,NCAA,.441,,42,200,177,58,78,23,1,9,53,9,1,16,16,.500,.734,1.234,130,,6,0,1,0
Will Hodges,23,CBC,AMWC,NAIA,.440,,26,117,100,27,44,10,1,12,42,3,0,12,9,.479,.920,1.399,92,1,0,0,5,
Bennett Lee,19,TUL,Amer,NCAA,.440,,34,150,125,30,55,6,1,4,28,4,0,17,17,.527,.600,1.127,75,,6,2,0,5
Zion Pettigrew,22,UIS,GLVC,NCAA,.440,,38,177,150,53,66,20,2,17,55,1,1,24,27,.514,.940,1.454,141,,1,0,2,0
Chance Westervelt,--,OCU,LSC,NCAA,.440,,33,143,125,38,55,9,2,7,35,6,0,14,18,.497,.712,1.209,89,,2,0,2,0
Kyler Castillo,23,UNM,MWC,NCAA,.439,,38,182,164,40,72,16,0,7,40,5,5,12,11,.486,.665,1.151,109,,4,1,1,2
Jake DeFries,21,GGC,ANI,NAIA,.439,,37,151,114,50,50,8,3,3,35,28,4,23,14,.543,.640,1.183,73,2,9,0,5,
Ben Huber,21,LMC,SAC,NCAA,.439,,36,156,132,37,58,8,1,10,48,3,0,17,27,.519,.742,1.262,98,,6,0,1,1
Payton Jancsy,--,UCH,MDWC,NCAA,.439,,29,135,114,42,50,6,4,1,19,31,1,10,7,.511,.588,1.099,67,,8,2,1,0
Joey Werner,23,MSK,NSUN,NCAA,.439,,47,213,173,45,76,11,2,14,58,25,4,27,16,.507,.769,1.276,133,,3,4,6,0
Hudson Chastain,--,TRU,HCAC,NCAA,.438,,44,222,192,49,84,6,3,0,43,7,2,21,23,.498,.500,.998,96,,5,1,3,1
John Michael Faile,21,NGU,CCar,NCAA,.438,,45,213,178,59,78,11,1,23,78,1,1,29,34,.512,.899,1.411,160,,2,0,4,4
Daunte Freeman,23,MAN,HAAC,NAIA,.438,,55,226,192,60,84,17,0,15,75,9,3,13,20,.507,.760,1.267,146,3,17,1,3,
Rey Lozano,--,UOZ,ASWC,NCAA,.438,,27,119,105,23,46,12,0,1,18,2,1,7,10,.487,.581,1.068,61,,4,2,1,0
Brandon Cook,21,WIL,CSAC,NCAA,.437,,26,120,103,35,45,6,5,4,21,21,4,12,13,.508,.709,1.217,73,,4,0,1,0
Dayson Croes,21,QUI,GLVC,NCAA,.436,,44,203,172,50,75,17,2,9,54,1,2,20,11,.490,.715,1.205,123,,4,1,6,1
Ryan McCarty,22,PSA,NEAC,NCAA,.436,,26,123,101,35,44,15,4,4,33,5,0,14,15,.512,.782,1.294,79,,5,0,3,2
Noah Childress,23,LOU,WHAC,NAIA,.435,,45,202,161,52,70,15,0,13,49,1,1,27,19,.520,.770,1.290,124,5,8,0,6,
John Moses,--,URO,LIBL,NCAA,.435,,31,133,115,33,50,16,3,4,38,3,0,10,13,.489,.730,1.219,84,,5,0,3,2
Alex Ludwick,22,Big,OHAC,NCAA,.434,,40,198,175,50,76,14,4,8,43,10,1,16,23,.465,.697,1.162,122,,0,0,7,0
Zach Presnall,--,MOB,SSAC,NAIA,.434,,36,155,129,39,56,12,3,3,32,16,1,18,11,.523,.643,1.166,83,3,7,0,1,
Adam Wilding,--,SHU,WHAC,NAIA,.434,,37,146,122,28,53,6,5,1,25,9,3,20,10,.521,.590,1.111,72,1,3,0,1,
Kiichi Sato,--,CCS,RMAC,NCAA,.433,,31,124,104,38,45,9,1,8,30,8,0,16,20,.516,.769,1.285,80,,3,0,1,0
Zach Walch,--,BRC,SAA,NCAA,.433,,41,180,150,53,65,10,0,0,16,9,4,22,22,.520,.500,1.020,75,,5,3,0,0
Ty Hill,21,JSU,SWAC,NCAA,.432,,37,161,139,41,60,13,5,3,43,9,2,15,13,.500,.662,1.162,92,,5,1,1,0
Tavis Brunson,22,CWC,CACC,NCAA,.431,,30,126,116,31,50,8,9,10,49,9,4,6,21,.476,.914,1.390,106,,4,0,0,1
Tyler Calvert,--,BRC,SAA,NCAA,.431,,41,170,144,54,62,8,4,11,62,19,1,17,10,.482,.771,1.253,111,,3,0,6,5
Brady Ware,--,STK,CPAC,NAIA,.431,,38,146,130,40,56,12,3,12,38,2,0,15,31,.493,.846,1.339,110,1,1,0,0,
Dougie DelaCruz,--,MIT,NECC,NCAA,.430,,35,146,121,39,52,13,0,8,58,6,1,12,15,.493,.736,1.229,89,,8,0,5,0
Brandon Jenkins,--,RWU,COCC,NCAA,.430,,31,135,107,29,46,9,1,6,45,3,0,21,17,.519,.701,1.219,75,,3,0,4,0
Jake Studley,21,WMA,NEWM,NCAA,.430,,28,133,114,28,49,14,3,5,26,2,1,10,14,.496,.737,1.233,84,,7,0,2,0
Billy Hancock,21,MMC,GPAC,NAIA,.429,,48,178,147,22,63,9,2,16,53,1,2,22,28,.511,.844,1.355,124,2,6,0,3,
Hunter Staniske,--,WOS,WIAC,NCAA,.429,,39,175,154,40,66,13,2,8,51,16,4,11,13,.480,.695,1.175,107,,7,0,3,2
Jack Wold,21,NLV,MWC,NCAA,.429,,33,161,140,33,60,13,1,12,43,1,0,19,14,.491,.793,1.284,111,,0,0,2,7
Matt Monahan,22,ISE,RSC,NAIA,.428,,51,222,194,58,83,14,5,14,55,8,2,19,29,.482,.768,1.250,149,1,5,0,4,
Jake Anderson,24,CCS,RMAC,NCAA,.427,,43,194,157,49,67,17,3,15,58,2,1,30,22,.508,.860,1.368,135,,1,1,5,2
Manuel Blanco,--,FNU,ANI,NAIA,.427,,37,149,124,43,53,10,4,3,21,15,1,17,22,.517,.645,1.162,80,0,7,0,1,
Scott Giordano,--,UNC,SUNY,NCAA,.427,,42,180,157,39,67,15,1,6,36,4,0,17,15,.494,.650,1.144,102,,5,0,1,2
Colton Onstott,25,SEU,TSC,NAIA,.427,,53,240,213,57,91,14,0,10,62,1,0,11,15,.458,.634,1.092,135,2,8,0,8,
Bob Abbott,--,GCC,PRES,NCAA,.426,,37,154,136,30,58,12,0,1,47,1,0,12,5,.474,.537,1.011,73,,3,0,3,0
Peter Cosentino,--,MSU,NJAC,NCAA,.426,,30,145,115,42,49,13,2,9,32,3,0,25,16,.538,.809,1.347,93,,4,0,1,4
Ben Ross,20,NDC,MEC,NCAA,.426,,40,166,141,48,60,20,3,11,31,4,0,19,19,.494,.844,1.338,119,,3,0,3,1
Spencer Wiskus,23,MMC,HAAC,NAIA,.426,,45,167,129,22,55,12,1,6,43,0,0,17,15,.551,.674,1.225,87,4,20,0,1,
Cole Brooks,--,NWM,GLIC,NCAA,.425,,46,215,179,49,76,19,2,6,60,9,4,30,13,.509,.654,1.163,117,,2,3,1,4
Adam Rellihan,--,MAN,HAAC,NAIA,.425,,56,254,207,79,88,24,1,14,52,5,1,38,35,.526,.754,1.279,156,2,7,1,1,
Nick Bottari,25,SEU,TSC,NAIA,.424,,59,268,205,86,87,21,0,24,59,3,1,49,30,.556,.878,1.434,180,2,13,0,1,
Trevor Campbell,--,ASB,RSC,NAIA,.424,,46,200,172,62,73,14,9,8,39,12,3,20,17,.500,.750,1.250,129,1,7,0,1,
Mitchell Krebs,--,LWU,GLVC,NCAA,.424,,39,161,132,28,56,6,2,1,27,7,4,15,12,.513,.523,1.035,69,,11,1,2,0
Jake Reinhardt,23,NPU,CCIW,NCAA,.424,,41,198,172,50,73,11,7,15,61,12,2,16,11,.477,.831,1.309,143,,5,1,4,2
Nick Bledsoe,--,IIT,NATH,NCAA,.423,,29,133,111,34,47,7,4,3,36,7,1,18,19,.489,.640,1.128,71,,0,0,4,0
Joshua Costello,--,FUS,PRES,NCAA,.423,,35,155,130,35,55,15,0,5,42,2,0,17,14,.490,.654,1.144,85,,4,0,4,0
Logan Eickhoff,21,EIU,OVC,NCAA,.423,,31,126,111,30,47,8,1,0,23,13,4,5,6,.463,.514,.977,57,,5,3,2,0
Carter Howell,22,ASD,NSUN,NCAA,.423,,49,231,196,58,83,12,4,10,46,28,2,20,18,.498,.679,1.176,133,,11,2,2,0
Trevor Johnson,22,MPC,KCAC,NAIA,.423,,52,238,208,30,88,16,1,15,67,1,1,21,31,.492,.726,1.218,151,3,8,0,1,
Bryan Leef,24,UCU,MSC,NAIA,.423,,54,224,196,75,83,19,1,29,81,20,2,17,53,.469,.974,1.443,191,2,5,0,6,
Livan Reinoso,22,ERS,CCar,NCAA,.423,,43,199,175,52,74,15,1,16,56,1,0,19,27,.482,.794,1.277,139,,3,0,2,3
Spencer Baldwin,--,KZC,MICA,NCAA,.422,,40,155,128,37,54,8,3,3,36,2,0,9,10,.516,.602,1.118,77,,16,2,0,1
Justin Starke,20,VMI,SoCo,NCAA,.422,,44,198,161,36,68,9,1,6,27,3,3,27,34,.525,.602,1.128,97,,9,0,1,6
Trent Youngblood,19,TRU,HCAC,NCAA,.422,,42,211,180,61,76,12,5,2,31,17,3,23,24,.498,.578,1.075,104,,5,2,1,0
Jon Kozarian,22,SRU,PSAC,NCAA,.421,,37,141,121,34,51,17,1,6,28,7,1,14,22,.482,.727,1.210,88,,3,0,3,0
Sergio Macias,24,CMU,HAAC,NAIA,.420,,57,240,200,55,84,18,0,20,72,3,1,34,24,.504,.810,1.314,162,3,3,0,3,
Matt O'Leary,--,BLC,MDWC,NCAA,.420,,30,148,112,41,47,7,4,8,49,7,0,23,26,.527,.768,1.295,86,,8,0,5,1
Kal Youngquist,22,UIS,GLVC,NCAA,.420,,45,199,169,50,71,22,1,11,58,1,0,19,29,.503,.757,1.260,128,,10,0,1,0
Trey Petite,--,MUW,D3IN,NCAA,.419,,31,139,124,32,52,9,1,6,41,5,1,9,6,.442,.653,1.095,81,,0,1,5,0
Austin Weiler,23,IUK,RSC,NAIA,.419,,46,179,148,35,62,13,3,4,37,5,0,29,39,.514,.628,1.142,93,0,1,0,1,
Lukas White,21,DOA,GPAC,NAIA,.419,,54,237,203,51,85,20,0,12,49,1,1,31,32,.494,.695,1.188,141,4,1,0,2,
Tyshawn Barrett,22,WPU,USAS,NCAA,.418,,38,172,141,51,59,12,0,10,46,24,2,19,22,.506,.716,1.222,101,,9,0,3,3
Gehrig Octavio,--,NGU,CCar,NCAA,.418,,43,202,165,53,69,7,7,0,24,17,7,30,21,.517,.545,1.063,90,,5,1,1,0
Kenny Piper,22,CCM,AMWC,NAIA,.418,,48,215,165,59,69,19,6,17,49,7,3,28,30,.553,.915,1.469,151,2,22,0,0,
Steve Priest,--,CAB,ATEC,NCAA,.418,,27,130,110,29,46,12,1,6,41,1,0,11,17,.477,.709,1.186,78,,5,0,4,0
Brandon Bennitt,--,IIT,NATH,NCAA,.417,,29,137,120,39,50,15,1,5,30,6,1,13,6,.463,.683,1.147,82,,0,1,3,2
